company_id,nama_perusahaan,sektor,wilayah_operasional,tahun_listing
COMP-0993,PT Mega Energi No. 993,Teknologi & Informasi,Kalimantan Timur,2021
COMP-0994,PT Sumber Sejahtera No. 994,Keuangan,Kalimantan Timur,2017
COMP-0995,PT Citra Abadi No. 995,Infrastruktur,Jawa Barat,2012
COMP-0996,PT Indo Tbk No. 996,Energi & Pertambangan,Kalimantan Timur,2020
COMP-0997,PT Bina Tbk No. 997,Keuangan,Kalimantan Timur,2014
COMP-0998,PT Bumi Karya No. 998,Konsumer Primer,Jawa Barat,2011
COMP-0999,PT Utama Sejahtera No. 999,Infrastruktur,Sulawesi Selatan,2019
COMP-1000,PT Bumi Karya No. 1000,Energi & Pertambangan,Jawa Timur,2016
COMP-1001,PT Indo Lestari No. 1001,Teknologi & Informasi,DKI Jakarta,2022
COMP-1002,PT Utama Tbk No. 1002,Energi & Pertambangan,Kalimantan Timur,2017
COMP-1003,PT Nusantara Abadi No. 1003,Teknologi & Informasi,DKI Jakarta,2018
COMP-1004,PT Surya Karya No. 1004,Infrastruktur,Sumatera Utara,2020
COMP-1005,PT Artha Persada No. 1005,Teknologi & Informasi,DKI Jakarta,2020
COMP-1006,PT Sumber Persada No. 1006,Konsumer Primer,Sulawesi Selatan,2016
COMP-1007,PT Utama Sentosa No. 1007,Kesehatan,Jawa Barat,2019
COMP-1008,PT Surya Sejahtera No. 1008,Teknologi & Informasi,DKI Jakarta,2024
COMP-1009,PT Nusantara Sentosa No. 1009,Konsumer Primer,DKI Jakarta,2019
COMP-1010,PT Citra Tbk No. 1010,Kesehatan,DKI Jakarta,2022
COMP-1011,PT Surya Energi No. 1011,Infrastruktur,Jawa Timur,2017
COMP-1012,PT Sumber Tbk No. 1012,Infrastruktur,Jawa Timur,2021
COMP-1013,PT Utama Sentosa No. 1013,Energi & Pertambangan,Sumatera Utara,2018
COMP-1014,PT Nusantara Makmur No. 1014,Konsumer Primer,Jawa Barat,2015
COMP-1015,PT Mega Sejahtera No. 1015,Konsumer Primer,DKI Jakarta,2021
COMP-1016,PT Surya Lestari No. 1016,Keuangan,DKI Jakarta,2021
COMP-1017,PT Surya Makmur No. 1017,Keuangan,DKI Jakarta,2019
COMP-1018,PT Citra Lestari No. 1018,Kesehatan,DKI Jakarta,2011
COMP-1019,PT Indo Karya No. 1019,Kesehatan,Jawa Timur,2011
COMP-1020,PT Sumber Lestari No. 1020,Keuangan,Sulawesi Selatan,2013
COMP-1021,PT Bumi Abadi No. 1021,Kesehatan,Sulawesi Selatan,2024
COMP-1022,PT Bumi Lestari No. 1022,Teknologi & Informasi,Sumatera Utara,2018
COMP-1023,PT Nusantara Karya No. 1023,Keuangan,Kalimantan Timur,2016
COMP-1024,PT Bumi Abadi No. 1024,Konsumer Primer,Jawa Barat,2011
COMP-1025,PT Artha Jaya No. 1025,Teknologi & Informasi,Sulawesi Selatan,2017
COMP-1026,PT Sumber Persada No. 1026,Kesehatan,DKI Jakarta,2020
COMP-1027,PT Artha Sejahtera No. 1027,Infrastruktur,Sulawesi Selatan,2016
COMP-1028,PT Bina Abadi No. 1028,Energi & Pertambangan,Sumatera Utara,2018
COMP-1029,PT Indo Tbk No. 1029,Keuangan,Kalimantan Timur,2017
COMP-1030,PT Utama Energi No. 1030,Infrastruktur,Sulawesi Selatan,2012
COMP-1031,PT Surya Sentosa No. 1031,Kesehatan,Sumatera Utara,2010
COMP-1032,PT Citra Abadi No. 1032,Konsumer Primer,Jawa Timur,2011
COMP-1033,PT Citra Jaya No. 1033,Energi & Pertambangan,Kalimantan Timur,2024
COMP-1034,PT Sumber Sejahtera No. 1034,Infrastruktur,Sumatera Utara,2023
COMP-1035,PT Artha Jaya No. 1035,Energi & Pertambangan,Sulawesi Selatan,2022
COMP-1036,PT Surya Energi No. 1036,Keuangan,Jawa Timur,2011
COMP-1037,PT Bina Sejahtera No. 1037,Kesehatan,Sumatera Utara,2013
COMP-1038,PT Artha Lestari No. 1038,Konsumer Primer,Sumatera Utara,2015
COMP-1039,PT Sumber Makmur No. 1039,Kesehatan,Sulawesi Selatan,2013
COMP-1040,PT Surya Abadi No. 1040,Energi & Pertambangan,Kalimantan Timur,2018
COMP-1041,PT Nusantara Sejahtera No. 1041,Infrastruktur,Jawa Timur,2013
COMP-1042,PT Sumber Sentosa No. 1042,Keuangan,DKI Jakarta,2015
COMP-1043,PT Bumi Sentosa No. 1043,Keuangan,Jawa Barat,2015
COMP-1044,PT Nusantara Abadi No. 1044,Kesehatan,Kalimantan Timur,2019
COMP-1045,PT Bumi Makmur No. 1045,Infrastruktur,Jawa Timur,2020
COMP-1046,PT Bina Sejahtera No. 1046,Infrastruktur,Sumatera Utara,2019
COMP-1047,PT Bumi Tbk No. 1047,Energi & Pertambangan,Jawa Timur,2010
COMP-1048,PT Bina Energi No. 1048,Kesehatan,Jawa Barat,2017
COMP-1049,PT Citra Sentosa No. 1049,Kesehatan,Sulawesi Selatan,2021
COMP-1050,PT Utama Persada No. 1050,Teknologi & Informasi,Jawa Barat,2012
COMP-1051,PT Artha Makmur No. 1051,Kesehatan,DKI Jakarta,2024
COMP-1052,PT Utama Lestari No. 1052,Keuangan,DKI Jakarta,2022
COMP-1053,PT Citra Lestari No. 1053,Energi & Pertambangan,Jawa Barat,2015
COMP-1054,PT Sumber Sejahtera No. 1054,Infrastruktur,Kalimantan Timur,2012
COMP-1055,PT Artha Persada No. 1055,Kesehatan,Kalimantan Timur,2024
COMP-1056,PT Nusantara Persada No. 1056,Energi & Pertambangan,Sumatera Utara,2020
COMP-1057,PT Sumber Makmur No. 1057,Kesehatan,DKI Jakarta,2011
COMP-1058,PT Citra Jaya No. 1058,Infrastruktur,Sumatera Utara,2024
COMP-1059,PT Indo Lestari No. 1059,Konsumer Primer,DKI Jakarta,2014
COMP-1060,PT Citra Abadi No. 1060,Infrastruktur,Jawa Barat,2023
COMP-1061,PT Artha Tbk No. 1061,Infrastruktur,Kalimantan Timur,2010
COMP-1062,PT Mega Karya No. 1062,Infrastruktur,Kalimantan Timur,2018
COMP-1063,PT Bumi Makmur No. 1063,Kesehatan,Jawa Barat,2020
COMP-1064,PT Citra Makmur No. 1064,Teknologi & Informasi,Sumatera Utara,2016
COMP-1065,PT Artha Makmur No. 1065,Infrastruktur,Sumatera Utara,2012
COMP-1066,PT Indo Tbk No. 1066,Keuangan,Jawa Timur,2013
COMP-1067,PT Bumi Tbk No. 1067,Keuangan,DKI Jakarta,2022
COMP-1068,PT Sumber Energi No. 1068,Energi & Pertambangan,Sumatera Utara,2015
COMP-1069,PT Artha Energi No. 1069,Teknologi & Informasi,Jawa Barat,2012
COMP-1070,PT Sumber Sentosa No. 1070,Energi & Pertambangan,Sumatera Utara,2021
COMP-1071,PT Citra Karya No. 1071,Keuangan,Kalimantan Timur,2016
COMP-1072,PT Bina Lestari No. 1072,Keuangan,DKI Jakarta,2022
COMP-1073,PT Bina Sejahtera No. 1073,Konsumer Primer,Sulawesi Selatan,2015
COMP-1074,PT Bumi Jaya No. 1074,Infrastruktur,Jawa Timur,2018
COMP-1075,PT Mega Makmur No. 1075,Keuangan,DKI Jakarta,2021
COMP-1076,PT Artha Tbk No. 1076,Kesehatan,Kalimantan Timur,2024
COMP-1077,PT Artha Sentosa No. 1077,Kesehatan,Kalimantan Timur,2014
COMP-1078,PT Bumi Lestari No. 1078,Energi & Pertambangan,Kalimantan Timur,2013
COMP-1079,PT Bumi Abadi No. 1079,Energi & Pertambangan,Kalimantan Timur,2012
COMP-1080,PT Citra Karya No. 1080,Infrastruktur,Jawa Barat,2019
COMP-1081,PT Mega Karya No. 1081,Infrastruktur,Jawa Timur,2010
COMP-1082,PT Bumi Persada No. 1082,Konsumer Primer,Sulawesi Selatan,2012
COMP-1083,PT Bina Makmur No. 1083,Teknologi & Informasi,Kalimantan Timur,2012
COMP-1084,PT Bumi Jaya No. 1084,Energi & Pertambangan,Kalimantan Timur,2016
COMP-1085,PT Bina Abadi No. 1085,Infrastruktur,Sumatera Utara,2016
COMP-1086,PT Citra Tbk No. 1086,Energi & Pertambangan,Jawa Timur,2022
COMP-1087,PT Citra Sejahtera No. 1087,Infrastruktur,DKI Jakarta,2024
COMP-1088,PT Bina Karya No. 1088,Keuangan,Jawa Timur,2021
COMP-1089,PT Utama Energi No. 1089,Energi & Pertambangan,Jawa Timur,2010
COMP-1090,PT Artha Sentosa No. 1090,Keuangan,Sulawesi Selatan,2012
COMP-1091,PT Utama Jaya No. 1091,Energi & Pertambangan,Jawa Timur,2022
COMP-1092,PT Nusantara Sejahtera No. 1092,Teknologi & Informasi,Sulawesi Selatan,2017
COMP-1093,PT Utama Sentosa No. 1093,Konsumer Primer,Kalimantan Timur,2018
COMP-1094,PT Artha Sentosa No. 1094,Kesehatan,Kalimantan Timur,2016
COMP-1095,PT Sumber Abadi No. 1095,Kesehatan,Jawa Barat,2016
COMP-1096,PT Bumi Sejahtera No. 1096,Kesehatan,Sulawesi Selatan,2021
COMP-1097,PT Artha Karya No. 1097,Keuangan,Sulawesi Selatan,2024
COMP-1098,PT Utama Lestari No. 1098,Infrastruktur,DKI Jakarta,2020
COMP-1099,PT Utama Sejahtera No. 1099,Kesehatan,Sumatera Utara,2017
COMP-1100,PT Sumber Sejahtera No. 1100,Teknologi & Informasi,Jawa Timur,2015
COMP-1101,PT Utama Makmur No. 1101,Kesehatan,DKI Jakarta,2020
COMP-1102,PT Mega Lestari No. 1102,Energi & Pertambangan,Sulawesi Selatan,2012
COMP-1103,PT Sumber Sejahtera No. 1103,Keuangan,DKI Jakarta,2024
COMP-1104,PT Indo Abadi No. 1104,Energi & Pertambangan,Jawa Barat,2010
COMP-1105,PT Indo Jaya No. 1105,Energi & Pertambangan,Sumatera Utara,2016
COMP-1106,PT Utama Sejahtera No. 1106,Energi & Pertambangan,Sulawesi Selatan,2010
COMP-1107,PT Nusantara Sejahtera No. 1107,Konsumer Primer,Sulawesi Selatan,2010
COMP-1108,PT Indo Makmur No. 1108,Konsumer Primer,Jawa Timur,2018
COMP-1109,PT Mega Sejahtera No. 1109,Infrastruktur,Sumatera Utara,2022
COMP-1110,PT Bumi Sejahtera No. 1110,Keuangan,Jawa Barat,2019
COMP-1111,PT Artha Energi No. 1111,Teknologi & Informasi,Kalimantan Timur,2016
COMP-1112,PT Citra Energi No. 1112,Teknologi & Informasi,DKI Jakarta,2022
COMP-1113,PT Mega Sentosa No. 1113,Teknologi & Informasi,Jawa Timur,2020
COMP-1114,PT Utama Sejahtera No. 1114,Energi & Pertambangan,Sulawesi Selatan,2022
COMP-1115,PT Indo Sentosa No. 1115,Konsumer Primer,Kalimantan Timur,2013
COMP-1116,PT Bumi Sentosa No. 1116,Keuangan,Jawa Barat,2015
COMP-1117,PT Bumi Jaya No. 1117,Energi & Pertambangan,Sumatera Utara,2010
COMP-1118,PT Citra Tbk No. 1118,Konsumer Primer,DKI Jakarta,2016
COMP-1119,PT Artha Lestari No. 1119,Konsumer Primer,Jawa Timur,2021
COMP-1120,PT Indo Sejahtera No. 1120,Kesehatan,Sulawesi Selatan,2024
COMP-1121,PT Indo Energi No. 1121,Kesehatan,Sulawesi Selatan,2015
COMP-1122,PT Bina Energi No. 1122,Keuangan,Kalimantan Timur,2013
COMP-1123,PT Surya Tbk No. 1123,Keuangan,Kalimantan Timur,2016
COMP-1124,PT Bina Energi No. 1124,Keuangan,DKI Jakarta,2012
COMP-1125,PT Bumi Energi No. 1125,Energi & Pertambangan,Sumatera Utara,2010
COMP-1126,PT Indo Makmur No. 1126,Infrastruktur,Jawa Barat,2013
COMP-1127,PT Indo Jaya No. 1127,Keuangan,Sumatera Utara,2012
COMP-1128,PT Mega Abadi No. 1128,Kesehatan,Sumatera Utara,2010
COMP-1129,PT Bumi Jaya No. 1129,Infrastruktur,Sumatera Utara,2011
COMP-1130,PT Sumber Jaya No. 1130,Energi & Pertambangan,DKI Jakarta,2020
COMP-1131,PT Nusantara Energi No. 1131,Infrastruktur,DKI Jakarta,2014
COMP-1132,PT Utama Jaya No. 1132,Teknologi & Informasi,Jawa Barat,2024
COMP-1133,PT Citra Sejahtera No. 1133,Infrastruktur,Sumatera Utara,2017
COMP-1134,PT Nusantara Abadi No. 1134,Keuangan,DKI Jakarta,2010
COMP-1135,PT Mega Jaya No. 1135,Energi & Pertambangan,Jawa Barat,2013
COMP-1136,PT Surya Tbk No. 1136,Keuangan,Sulawesi Selatan,2023
COMP-1137,PT Utama Energi No. 1137,Kesehatan,Jawa Barat,2013
COMP-1138,PT Citra Jaya No. 1138,Teknologi & Informasi,Sumatera Utara,2014
COMP-1139,PT Citra Jaya No. 1139,Kesehatan,Jawa Timur,2016
COMP-1140,PT Nusantara Sejahtera No. 1140,Keuangan,Sumatera Utara,2022
COMP-1141,PT Artha Sejahtera No. 1141,Keuangan,Jawa Timur,2021
COMP-1142,PT Surya Persada No. 1142,Keuangan,Jawa Barat,2017
COMP-1143,PT Artha Sentosa No. 1143,Konsumer Primer,Sulawesi Selatan,2024
COMP-1144,PT Citra Abadi No. 1144,Teknologi & Informasi,Sulawesi Selatan,2015
COMP-1145,PT Citra Karya No. 1145,Keuangan,DKI Jakarta,2010
COMP-1146,PT Indo Sejahtera No. 1146,Keuangan,Sulawesi Selatan,2016
COMP-1147,PT Mega Lestari No. 1147,Kesehatan,Kalimantan Timur,2012
COMP-1148,PT Surya Persada No. 1148,Kesehatan,Jawa Barat,2024
COMP-1149,PT Sumber Energi No. 1149,Keuangan,DKI Jakarta,2022
COMP-1150,PT Surya Jaya No. 1150,Energi & Pertambangan,Sulawesi Selatan,2022
COMP-1151,PT Bina Tbk No. 1151,Konsumer Primer,Jawa Barat,2022
COMP-1152,PT Bumi Makmur No. 1152,Kesehatan,Sumatera Utara,2015
COMP-1153,PT Citra Energi No. 1153,Energi & Pertambangan,Sulawesi Selatan,2024
COMP-1154,PT Artha Sentosa No. 1154,Konsumer Primer,Jawa Timur,2017
COMP-1155,PT Bina Tbk No. 1155,Keuangan,Jawa Barat,2016
COMP-1156,PT Bina Persada No. 1156,Teknologi & Informasi,DKI Jakarta,2019
COMP-1157,PT Utama Makmur No. 1157,Infrastruktur,Sumatera Utara,2015
COMP-1158,PT Indo Sejahtera No. 1158,Infrastruktur,Kalimantan Timur,2018
COMP-1159,PT Artha Jaya No. 1159,Keuangan,Sumatera Utara,2018
COMP-1160,PT Bumi Lestari No. 1160,Kesehatan,Sulawesi Selatan,2010
COMP-1161,PT Mega Makmur No. 1161,Energi & Pertambangan,Jawa Timur,2010
COMP-1162,PT Indo Energi No. 1162,Teknologi & Informasi,Sumatera Utara,2010
COMP-1163,PT Surya Makmur No. 1163,Konsumer Primer,Kalimantan Timur,2017
COMP-1164,PT Utama Tbk No. 1164,Keuangan,DKI Jakarta,2021
COMP-1165,PT Bina Jaya No. 1165,Teknologi & Informasi,Jawa Barat,2022
COMP-1166,PT Indo Tbk No. 1166,Teknologi & Informasi,Jawa Timur,2023
COMP-1167,PT Bumi Lestari No. 1167,Kesehatan,Kalimantan Timur,2021
COMP-1168,PT Artha Sentosa No. 1168,Konsumer Primer,Sulawesi Selatan,2023
COMP-1169,PT Mega Karya No. 1169,Teknologi & Informasi,Sulawesi Selatan,2019
COMP-1170,PT Nusantara Jaya No. 1170,Kesehatan,Sulawesi Selatan,2016
COMP-1171,PT Mega Karya No. 1171,Energi & Pertambangan,Jawa Timur,2012
COMP-1172,PT Indo Abadi No. 1172,Kesehatan,Sumatera Utara,2022
COMP-1173,PT Utama Energi No. 1173,Energi & Pertambangan,Jawa Timur,2011
COMP-1174,PT Bina Makmur No. 1174,Energi & Pertambangan,Sulawesi Selatan,2013
COMP-1175,PT Mega Sejahtera No. 1175,Teknologi & Informasi,Kalimantan Timur,2012
COMP-1176,PT Surya Jaya No. 1176,Kesehatan,Jawa Barat,2016
COMP-1177,PT Utama Abadi No. 1177,Energi & Pertambangan,Jawa Barat,2019
COMP-1178,PT Sumber Lestari No. 1178,Konsumer Primer,Jawa Timur,2024
COMP-1179,PT Bina Lestari No. 1179,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-1180,PT Bumi Makmur No. 1180,Kesehatan,DKI Jakarta,2017
COMP-1181,PT Mega Sentosa No. 1181,Kesehatan,Jawa Timur,2015
COMP-1182,PT Bumi Karya No. 1182,Infrastruktur,Sulawesi Selatan,2012
COMP-1183,PT Utama Jaya No. 1183,Kesehatan,Sumatera Utara,2015
COMP-1184,PT Sumber Sejahtera No. 1184,Teknologi & Informasi,Jawa Barat,2024
COMP-1185,PT Nusantara Jaya No. 1185,Konsumer Primer,Jawa Barat,2011
COMP-1186,PT Citra Lestari No. 1186,Kesehatan,Jawa Barat,2024
COMP-1187,PT Citra Abadi No. 1187,Infrastruktur,DKI Jakarta,2021
COMP-1188,PT Utama Tbk No. 1188,Teknologi & Informasi,Sulawesi Selatan,2016
COMP-1189,PT Mega Jaya No. 1189,Energi & Pertambangan,Sulawesi Selatan,2023
COMP-1190,PT Indo Persada No. 1190,Keuangan,Sulawesi Selatan,2020
COMP-1191,PT Surya Energi No. 1191,Keuangan,Sulawesi Selatan,2019
COMP-1192,PT Mega Karya No. 1192,Energi & Pertambangan,DKI Jakarta,2023
COMP-1193,PT Nusantara Sentosa No. 1193,Kesehatan,Kalimantan Timur,2016
COMP-1194,PT Surya Karya No. 1194,Keuangan,Jawa Timur,2013
COMP-1195,PT Indo Makmur No. 1195,Keuangan,Jawa Timur,2022
COMP-1196,PT Bina Persada No. 1196,Energi & Pertambangan,Sulawesi Selatan,2017
COMP-1197,PT Mega Abadi No. 1197,Kesehatan,Sumatera Utara,2013
COMP-1198,PT Bumi Tbk No. 1198,Kesehatan,Jawa Barat,2016
COMP-1199,PT Bina Sentosa No. 1199,Energi & Pertambangan,DKI Jakarta,2013
COMP-1200,PT Artha Lestari No. 1200,Kesehatan,Sumatera Utara,2022
COMP-1201,PT Indo Persada No. 1201,Kesehatan,Sumatera Utara,2021
COMP-1202,PT Indo Lestari No. 1202,Teknologi & Informasi,Sulawesi Selatan,2014
COMP-1203,PT Nusantara Tbk No. 1203,Teknologi & Informasi,DKI Jakarta,2016
COMP-1204,PT Bumi Sejahtera No. 1204,Energi & Pertambangan,Jawa Timur,2022
COMP-1205,PT Bina Sentosa No. 1205,Konsumer Primer,Jawa Barat,2023
COMP-1206,PT Citra Abadi No. 1206,Keuangan,Jawa Timur,2023
COMP-1207,PT Sumber Jaya No. 1207,Teknologi & Informasi,Sumatera Utara,2022
COMP-1208,PT Citra Sejahtera No. 1208,Keuangan,Jawa Barat,2019
COMP-1209,PT Indo Sentosa No. 1209,Infrastruktur,Kalimantan Timur,2012
COMP-1210,PT Artha Sentosa No. 1210,Energi & Pertambangan,Sumatera Utara,2019
COMP-1211,PT Indo Jaya No. 1211,Konsumer Primer,Jawa Timur,2014
COMP-1212,PT Sumber Karya No. 1212,Infrastruktur,Jawa Timur,2020
COMP-1213,PT Indo Sejahtera No. 1213,Infrastruktur,Sulawesi Selatan,2023
COMP-1214,PT Sumber Sejahtera No. 1214,Kesehatan,Jawa Timur,2012
COMP-1215,PT Sumber Jaya No. 1215,Infrastruktur,DKI Jakarta,2014
COMP-1216,PT Utama Sejahtera No. 1216,Energi & Pertambangan,Sumatera Utara,2023
COMP-1217,PT Indo Lestari No. 1217,Teknologi & Informasi,Jawa Barat,2012
COMP-1218,PT Artha Tbk No. 1218,Energi & Pertambangan,Jawa Timur,2020
COMP-1219,PT Artha Energi No. 1219,Teknologi & Informasi,Sulawesi Selatan,2019
COMP-1220,PT Utama Abadi No. 1220,Infrastruktur,Sulawesi Selatan,2020
COMP-1221,PT Artha Karya No. 1221,Infrastruktur,Jawa Timur,2016
COMP-1222,PT Surya Sejahtera No. 1222,Konsumer Primer,DKI Jakarta,2022
COMP-1223,PT Indo Abadi No. 1223,Teknologi & Informasi,Sulawesi Selatan,2010
COMP-1224,PT Artha Sentosa No. 1224,Infrastruktur,Jawa Barat,2018
COMP-1225,PT Surya Jaya No. 1225,Kesehatan,Sumatera Utara,2018
COMP-1226,PT Bumi Makmur No. 1226,Keuangan,Kalimantan Timur,2014
COMP-1227,PT Citra Karya No. 1227,Konsumer Primer,DKI Jakarta,2018
COMP-1228,PT Nusantara Karya No. 1228,Energi & Pertambangan,Sulawesi Selatan,2019
COMP-1229,PT Sumber Jaya No. 1229,Konsumer Primer,Sumatera Utara,2022
COMP-1230,PT Indo Lestari No. 1230,Keuangan,Kalimantan Timur,2024
COMP-1231,PT Mega Sentosa No. 1231,Teknologi & Informasi,Jawa Timur,2015
COMP-1232,PT Citra Sentosa No. 1232,Energi & Pertambangan,Jawa Timur,2024
COMP-1233,PT Utama Energi No. 1233,Energi & Pertambangan,Jawa Barat,2014
COMP-1234,PT Utama Energi No. 1234,Teknologi & Informasi,Kalimantan Timur,2022
COMP-1235,PT Bumi Sentosa No. 1235,Konsumer Primer,Jawa Timur,2012
COMP-1236,PT Nusantara Tbk No. 1236,Infrastruktur,Jawa Timur,2020
COMP-1237,PT Sumber Energi No. 1237,Konsumer Primer,Sulawesi Selatan,2020
COMP-1238,PT Nusantara Lestari No. 1238,Keuangan,Jawa Barat,2017
COMP-1239,PT Artha Sentosa No. 1239,Kesehatan,Sumatera Utara,2013
COMP-1240,PT Sumber Abadi No. 1240,Infrastruktur,Jawa Timur,2019
COMP-1241,PT Bina Persada No. 1241,Konsumer Primer,DKI Jakarta,2022
COMP-1242,PT Mega Tbk No. 1242,Kesehatan,DKI Jakarta,2024
COMP-1243,PT Artha Persada No. 1243,Kesehatan,Sumatera Utara,2022
COMP-1244,PT Bumi Karya No. 1244,Teknologi & Informasi,Kalimantan Timur,2012
COMP-1245,PT Nusantara Lestari No. 1245,Keuangan,Jawa Barat,2022
COMP-1246,PT Sumber Energi No. 1246,Keuangan,Sulawesi Selatan,2015
COMP-1247,PT Citra Sejahtera No. 1247,Keuangan,DKI Jakarta,2017
COMP-1248,PT Citra Persada No. 1248,Infrastruktur,DKI Jakarta,2022
COMP-1249,PT Citra Persada No. 1249,Energi & Pertambangan,Sumatera Utara,2024
COMP-1250,PT Citra Sejahtera No. 1250,Infrastruktur,Kalimantan Timur,2018
COMP-1251,PT Mega Sentosa No. 1251,Konsumer Primer,Kalimantan Timur,2023
COMP-1252,PT Nusantara Sejahtera No. 1252,Kesehatan,Sumatera Utara,2015
COMP-1253,PT Indo Sejahtera No. 1253,Kesehatan,DKI Jakarta,2014
COMP-1254,PT Artha Lestari No. 1254,Energi & Pertambangan,Jawa Barat,2021
COMP-1255,PT Indo Sentosa No. 1255,Konsumer Primer,DKI Jakarta,2020
COMP-1256,PT Utama Abadi No. 1256,Energi & Pertambangan,Kalimantan Timur,2011
COMP-1257,PT Bumi Karya No. 1257,Kesehatan,Sulawesi Selatan,2011
COMP-1258,PT Nusantara Jaya No. 1258,Infrastruktur,DKI Jakarta,2018
COMP-1259,PT Bina Sentosa No. 1259,Keuangan,Jawa Barat,2011
COMP-1260,PT Sumber Tbk No. 1260,Kesehatan,Jawa Timur,2011
COMP-1261,PT Sumber Tbk No. 1261,Teknologi & Informasi,DKI Jakarta,2012
COMP-1262,PT Artha Jaya No. 1262,Keuangan,Sumatera Utara,2012
COMP-1263,PT Bina Sentosa No. 1263,Kesehatan,Jawa Timur,2013
COMP-1264,PT Mega Jaya No. 1264,Infrastruktur,Sumatera Utara,2016
COMP-1265,PT Indo Lestari No. 1265,Energi & Pertambangan,Sumatera Utara,2018
COMP-1266,PT Utama Karya No. 1266,Keuangan,Sumatera Utara,2011
COMP-1267,PT Utama Jaya No. 1267,Infrastruktur,DKI Jakarta,2013
COMP-1268,PT Indo Lestari No. 1268,Konsumer Primer,Kalimantan Timur,2018
COMP-1269,PT Indo Tbk No. 1269,Teknologi & Informasi,Jawa Timur,2023
COMP-1270,PT Sumber Tbk No. 1270,Keuangan,Jawa Barat,2011
COMP-1271,PT Artha Jaya No. 1271,Energi & Pertambangan,Kalimantan Timur,2019
COMP-1272,PT Artha Makmur No. 1272,Konsumer Primer,DKI Jakarta,2020
COMP-1273,PT Indo Tbk No. 1273,Infrastruktur,Sumatera Utara,2022
COMP-1274,PT Mega Sentosa No. 1274,Teknologi & Informasi,Jawa Barat,2010
COMP-1275,PT Bumi Energi No. 1275,Energi & Pertambangan,Jawa Timur,2019
COMP-1276,PT Utama Lestari No. 1276,Infrastruktur,Kalimantan Timur,2017
COMP-1277,PT Bumi Jaya No. 1277,Infrastruktur,Sulawesi Selatan,2018
COMP-1278,PT Artha Jaya No. 1278,Keuangan,Kalimantan Timur,2016
COMP-1279,PT Utama Sejahtera No. 1279,Keuangan,Jawa Barat,2017
COMP-1280,PT Indo Persada No. 1280,Energi & Pertambangan,DKI Jakarta,2013
COMP-1281,PT Surya Tbk No. 1281,Kesehatan,Jawa Timur,2013
COMP-1282,PT Mega Persada No. 1282,Kesehatan,Jawa Barat,2022
COMP-1283,PT Mega Makmur No. 1283,Infrastruktur,Sumatera Utara,2011
COMP-1284,PT Mega Karya No. 1284,Keuangan,Jawa Timur,2017
COMP-1285,PT Utama Persada No. 1285,Teknologi & Informasi,Kalimantan Timur,2024
COMP-1286,PT Mega Jaya No. 1286,Teknologi & Informasi,Jawa Barat,2020
COMP-1287,PT Nusantara Karya No. 1287,Infrastruktur,Kalimantan Timur,2011
COMP-1288,PT Citra Tbk No. 1288,Keuangan,Kalimantan Timur,2018
COMP-1289,PT Mega Tbk No. 1289,Energi & Pertambangan,Kalimantan Timur,2023
COMP-1290,PT Bina Energi No. 1290,Energi & Pertambangan,DKI Jakarta,2013
COMP-1291,PT Bumi Sejahtera No. 1291,Energi & Pertambangan,Kalimantan Timur,2010
COMP-1292,PT Artha Persada No. 1292,Teknologi & Informasi,Sumatera Utara,2022
COMP-1293,PT Bina Abadi No. 1293,Keuangan,Sumatera Utara,2013
COMP-1294,PT Sumber Abadi No. 1294,Keuangan,Jawa Timur,2012
COMP-1295,PT Nusantara Energi No. 1295,Teknologi & Informasi,Sulawesi Selatan,2021
COMP-1296,PT Surya Makmur No. 1296,Energi & Pertambangan,Kalimantan Timur,2015
COMP-1297,PT Indo Tbk No. 1297,Energi & Pertambangan,Kalimantan Timur,2016
COMP-1298,PT Utama Lestari No. 1298,Infrastruktur,Jawa Barat,2017
COMP-1299,PT Nusantara Energi No. 1299,Kesehatan,DKI Jakarta,2011
COMP-1300,PT Bumi Lestari No. 1300,Konsumer Primer,Sulawesi Selatan,2015
COMP-1301,PT Sumber Makmur No. 1301,Kesehatan,Jawa Timur,2024
COMP-1302,PT Nusantara Persada No. 1302,Keuangan,Sulawesi Selatan,2015
COMP-1303,PT Mega Sejahtera No. 1303,Keuangan,Kalimantan Timur,2019
COMP-1304,PT Bumi Lestari No. 1304,Keuangan,Jawa Barat,2021
COMP-1305,PT Bina Makmur No. 1305,Kesehatan,DKI Jakarta,2014
COMP-1306,PT Indo Makmur No. 1306,Konsumer Primer,Jawa Timur,2019
COMP-1307,PT Citra Abadi No. 1307,Infrastruktur,Sulawesi Selatan,2019
COMP-1308,PT Sumber Jaya No. 1308,Kesehatan,Jawa Timur,2016
COMP-1309,PT Surya Lestari No. 1309,Konsumer Primer,Kalimantan Timur,2012
COMP-1310,PT Indo Karya No. 1310,Energi & Pertambangan,Jawa Timur,2013
COMP-1311,PT Citra Energi No. 1311,Energi & Pertambangan,Jawa Barat,2019
COMP-1312,PT Utama Sejahtera No. 1312,Keuangan,Jawa Timur,2022
COMP-1313,PT Artha Persada No. 1313,Teknologi & Informasi,Sumatera Utara,2018
COMP-1314,PT Artha Sentosa No. 1314,Keuangan,Jawa Barat,2013
COMP-1315,PT Sumber Jaya No. 1315,Teknologi & Informasi,Sulawesi Selatan,2012
