fact_activity_id,company_id,metric_id,bulan,nilai_realisasi,status_kepatuhan,biaya_mitigasi_idr
FACT-1067,COMP-2183,METRIC-0930,9,87.65,Patuh,415713575
FACT-1068,COMP-1886,METRIC-0886,12,107.56,Patuh,468047300
FACT-1069,COMP-0978,METRIC-0909,7,100.72,Patuh,358856284
FACT-1070,COMP-1995,METRIC-2340,12,58.97,Perlu Evaluasi,175325861
FACT-1071,COMP-0380,METRIC-1983,11,58.64,Perlu Evaluasi,154528819
FACT-1072,COMP-1514,METRIC-0175,10,112.7,Patuh,405145284
FACT-1073,COMP-1149,METRIC-2157,3,107.37,Patuh,313339131
FACT-1074,COMP-2086,METRIC-1364,3,82.75,Patuh,163840768
FACT-1075,COMP-0781,METRIC-1038,2,59.13,Perlu Evaluasi,199720510
FACT-1076,COMP-0310,METRIC-2091,1,112.9,Patuh,42050011
FACT-1077,COMP-2154,METRIC-0461,2,66.15,Perlu Evaluasi,334728466
FACT-1078,COMP-0556,METRIC-0149,5,52.49,Perlu Evaluasi,203416509
FACT-1079,COMP-0397,METRIC-0338,1,114.7,Patuh,495852195
FACT-1080,COMP-2201,METRIC-1003,10,106.63,Patuh,427762752
FACT-1081,COMP-1884,METRIC-2272,4,98.54,Patuh,434230236
FACT-1082,COMP-1170,METRIC-1134,11,52.38,Perlu Evaluasi,195178098
FACT-1083,COMP-0201,METRIC-0354,10,86.99,Patuh,185183327
FACT-1084,COMP-1891,METRIC-1108,10,95.75,Patuh,360526079
FACT-1085,COMP-0012,METRIC-2114,1,103.15,Patuh,438089037
FACT-1086,COMP-1076,METRIC-1915,12,82.98,Patuh,132831149
FACT-1087,COMP-1977,METRIC-1110,10,116.73,Patuh,80506568
FACT-1088,COMP-1326,METRIC-0084,8,67.13,Perlu Evaluasi,282249106
FACT-1089,COMP-1896,METRIC-1978,12,54.88,Perlu Evaluasi,249374538
FACT-1090,COMP-0920,METRIC-0227,5,73.29,Perlu Evaluasi,36044655
FACT-1091,COMP-2148,METRIC-1013,10,96.33,Patuh,131139442
FACT-1092,COMP-0871,METRIC-0020,4,101.6,Patuh,134688579
FACT-1093,COMP-0366,METRIC-1467,3,101.69,Patuh,253736168
FACT-1094,COMP-0657,METRIC-0270,9,57.75,Perlu Evaluasi,412309464
FACT-1095,COMP-0161,METRIC-2454,6,111.96,Patuh,283868752
FACT-1096,COMP-0175,METRIC-1532,12,69.66,Perlu Evaluasi,207257198
FACT-1097,COMP-1504,METRIC-0304,1,64.69,Perlu Evaluasi,59345863
FACT-1098,COMP-0545,METRIC-1309,8,93.01,Patuh,494241529
FACT-1099,COMP-2331,METRIC-0810,10,64.83,Perlu Evaluasi,464736300
FACT-1100,COMP-1762,METRIC-1053,2,85.56,Patuh,411088448
FACT-1101,COMP-0957,METRIC-2439,9,78.49,Patuh,247901641
FACT-1102,COMP-0452,METRIC-1933,11,66.24,Perlu Evaluasi,192602906
FACT-1103,COMP-0082,METRIC-2041,7,70.44,Perlu Evaluasi,492020276
FACT-1104,COMP-1237,METRIC-0909,3,79.92,Patuh,237307724
FACT-1105,COMP-0816,METRIC-0142,4,74.23,Perlu Evaluasi,277317886
FACT-1106,COMP-2182,METRIC-1680,3,76.71,Patuh,307533645
FACT-1107,COMP-0447,METRIC-0809,6,101.48,Patuh,234285087
FACT-1108,COMP-2166,METRIC-0948,9,61.79,Perlu Evaluasi,34193723
FACT-1109,COMP-1620,METRIC-2293,10,93.93,Patuh,45366821
FACT-1110,COMP-1794,METRIC-0766,9,97.47,Patuh,258001441
FACT-1111,COMP-0749,METRIC-0920,1,106.15,Patuh,30638468
FACT-1112,COMP-1174,METRIC-0939,10,109.31,Patuh,375339410
FACT-1113,COMP-1910,METRIC-2497,6,61.11,Perlu Evaluasi,145540326
FACT-1114,COMP-1557,METRIC-2314,1,59.68,Perlu Evaluasi,352353563
FACT-1115,COMP-0646,METRIC-1263,11,93.03,Patuh,66153552
FACT-1116,COMP-0379,METRIC-2298,4,102.98,Patuh,327300964
FACT-1117,COMP-1141,METRIC-0955,7,69.06,Perlu Evaluasi,78556971
FACT-1118,COMP-0937,METRIC-1315,4,86.81,Patuh,211518098
FACT-1119,COMP-2014,METRIC-0543,9,104.06,Patuh,94390362
FACT-1120,COMP-0662,METRIC-1103,10,103.73,Patuh,125298865
FACT-1121,COMP-1341,METRIC-0144,5,95.77,Patuh,57634315
FACT-1122,COMP-0876,METRIC-1200,9,55.52,Perlu Evaluasi,70145794
FACT-1123,COMP-0012,METRIC-2118,1,53.55,Perlu Evaluasi,190120249
FACT-1124,COMP-1114,METRIC-2228,12,77.19,Patuh,474295171
FACT-1125,COMP-0388,METRIC-0593,4,51.87,Perlu Evaluasi,200254574
FACT-1126,COMP-2131,METRIC-0567,7,113.29,Patuh,162384942
FACT-1127,COMP-1920,METRIC-0691,2,51.41,Perlu Evaluasi,205993354
FACT-1128,COMP-0396,METRIC-1134,9,52.07,Perlu Evaluasi,92751201
FACT-1129,COMP-0640,METRIC-0665,3,61.57,Perlu Evaluasi,320590289
FACT-1130,COMP-0100,METRIC-1983,4,93.89,Patuh,279686353
FACT-1131,COMP-0457,METRIC-0406,12,87.91,Patuh,361662637
FACT-1132,COMP-2023,METRIC-0986,4,96.16,Patuh,392784517
FACT-1133,COMP-2376,METRIC-1417,8,112.55,Patuh,377185889
FACT-1134,COMP-0074,METRIC-0517,2,81.85,Patuh,355396448
FACT-1135,COMP-2140,METRIC-0850,5,53.07,Perlu Evaluasi,206963519
FACT-1136,COMP-2378,METRIC-1902,2,103.44,Patuh,128359047
FACT-1137,COMP-1864,METRIC-0908,12,106.84,Patuh,216373417
FACT-1138,COMP-0175,METRIC-0316,6,53.49,Perlu Evaluasi,466506003
FACT-1139,COMP-1761,METRIC-1286,9,67.0,Perlu Evaluasi,375187377
FACT-1140,COMP-2363,METRIC-1508,12,103.94,Patuh,67184019
FACT-1141,COMP-0497,METRIC-0027,9,76.33,Patuh,165551594
FACT-1142,COMP-1293,METRIC-1519,1,83.09,Patuh,198193681
FACT-1143,COMP-0428,METRIC-0055,4,107.62,Patuh,51113946
FACT-1144,COMP-0035,METRIC-1935,4,56.62,Perlu Evaluasi,167770116
FACT-1145,COMP-2167,METRIC-1856,1,97.41,Patuh,146214534
FACT-1146,COMP-1395,METRIC-0249,10,65.05,Perlu Evaluasi,75628373
FACT-1147,COMP-1381,METRIC-2321,2,54.39,Perlu Evaluasi,433564001
FACT-1148,COMP-2438,METRIC-1802,6,96.37,Patuh,161068906
FACT-1149,COMP-0176,METRIC-2239,10,58.5,Perlu Evaluasi,24151948
FACT-1150,COMP-2154,METRIC-0857,3,102.29,Patuh,46933299
FACT-1151,COMP-0592,METRIC-1470,9,64.19,Perlu Evaluasi,436947871
FACT-1152,COMP-1187,METRIC-1877,3,53.4,Perlu Evaluasi,218543255
FACT-1153,COMP-0914,METRIC-1526,3,56.95,Perlu Evaluasi,193667643
FACT-1154,COMP-1291,METRIC-1417,9,108.89,Patuh,70147023
FACT-1155,COMP-1587,METRIC-1795,3,75.97,Patuh,62380093
FACT-1156,COMP-1303,METRIC-0109,6,71.16,Perlu Evaluasi,394159053
FACT-1157,COMP-1327,METRIC-0981,6,84.38,Patuh,395225574
FACT-1158,COMP-0953,METRIC-2274,1,94.31,Patuh,332111494
FACT-1159,COMP-0861,METRIC-0353,7,52.6,Perlu Evaluasi,376637995
FACT-1160,COMP-2175,METRIC-1428,9,112.87,Patuh,453524171
FACT-1161,COMP-1270,METRIC-1731,9,117.09,Patuh,251722131
FACT-1162,COMP-0234,METRIC-2193,9,79.21,Patuh,353503008
FACT-1163,COMP-1463,METRIC-1778,2,78.88,Patuh,177009398
FACT-1164,COMP-2185,METRIC-1117,1,111.5,Patuh,443764549
FACT-1165,COMP-1810,METRIC-2321,6,80.05,Patuh,451834343
FACT-1166,COMP-1173,METRIC-0534,6,109.93,Patuh,167756058
FACT-1167,COMP-0056,METRIC-1218,4,51.98,Perlu Evaluasi,347272396
FACT-1168,COMP-2404,METRIC-2229,8,84.28,Patuh,301351940
FACT-1169,COMP-0813,METRIC-1256,5,116.67,Patuh,176642647
FACT-1170,COMP-1850,METRIC-1980,7,67.7,Perlu Evaluasi,74459529
FACT-1171,COMP-1960,METRIC-2077,9,68.63,Perlu Evaluasi,322591354
FACT-1172,COMP-1087,METRIC-0532,1,94.11,Patuh,284849005
FACT-1173,COMP-0806,METRIC-1945,9,114.83,Patuh,255760823
FACT-1174,COMP-1576,METRIC-0140,4,63.91,Perlu Evaluasi,420843807
FACT-1175,COMP-0600,METRIC-2146,7,114.52,Patuh,443597704
FACT-1176,COMP-0612,METRIC-0262,11,96.41,Patuh,379161776
FACT-1177,COMP-1239,METRIC-0019,4,119.51,Patuh,238655138
FACT-1178,COMP-2189,METRIC-2060,4,101.55,Patuh,246358667
FACT-1179,COMP-1950,METRIC-1549,4,96.75,Patuh,270929098
FACT-1180,COMP-1531,METRIC-1489,6,107.04,Patuh,156430901
FACT-1181,COMP-0561,METRIC-2307,5,62.26,Perlu Evaluasi,209389820
FACT-1182,COMP-0627,METRIC-2072,2,116.22,Patuh,188146055
FACT-1183,COMP-1611,METRIC-1032,9,61.59,Perlu Evaluasi,373133129
FACT-1184,COMP-0675,METRIC-0228,11,51.8,Perlu Evaluasi,76075405
FACT-1185,COMP-0049,METRIC-0376,6,98.85,Patuh,322206365
FACT-1186,COMP-1387,METRIC-1147,10,62.92,Perlu Evaluasi,71775552
FACT-1187,COMP-1903,METRIC-1114,6,103.11,Patuh,468269566
FACT-1188,COMP-0627,METRIC-2272,9,105.65,Patuh,488213323
FACT-1189,COMP-0277,METRIC-0736,1,66.57,Perlu Evaluasi,268782020
FACT-1190,COMP-2095,METRIC-0257,7,56.07,Perlu Evaluasi,21905165
FACT-1191,COMP-0216,METRIC-0833,3,85.06,Patuh,448429795
FACT-1192,COMP-0230,METRIC-1807,4,112.32,Patuh,402445243
FACT-1193,COMP-2371,METRIC-0701,1,109.31,Patuh,296675920
FACT-1194,COMP-2273,METRIC-0911,3,58.2,Perlu Evaluasi,199701881
FACT-1195,COMP-1686,METRIC-0699,7,117.53,Patuh,216149077
FACT-1196,COMP-1311,METRIC-0438,6,68.48,Perlu Evaluasi,241354334
FACT-1197,COMP-0046,METRIC-1724,1,74.46,Perlu Evaluasi,150296921
FACT-1198,COMP-1837,METRIC-2085,9,60.43,Perlu Evaluasi,274246860
FACT-1199,COMP-1038,METRIC-1685,4,76.45,Patuh,253920638
FACT-1200,COMP-0633,METRIC-2154,7,94.49,Patuh,284646786
FACT-1201,COMP-2423,METRIC-0615,4,85.43,Patuh,269775274
FACT-1202,COMP-0987,METRIC-1943,7,107.93,Patuh,185907454
FACT-1203,COMP-0333,METRIC-1913,5,94.89,Patuh,47778250
FACT-1204,COMP-1880,METRIC-2280,1,68.45,Perlu Evaluasi,122249732
FACT-1205,COMP-2214,METRIC-1041,4,89.02,Patuh,422221951
FACT-1206,COMP-0507,METRIC-1183,3,54.49,Perlu Evaluasi,309979173
FACT-1207,COMP-0117,METRIC-0960,6,90.66,Patuh,105043331
FACT-1208,COMP-0943,METRIC-1840,6,77.28,Patuh,315914207
FACT-1209,COMP-0636,METRIC-1306,1,56.89,Perlu Evaluasi,43811465
FACT-1210,COMP-1590,METRIC-0278,11,71.52,Perlu Evaluasi,449479369
FACT-1211,COMP-1463,METRIC-0125,2,112.87,Patuh,344259115
FACT-1212,COMP-1992,METRIC-1344,12,91.02,Patuh,206466549
FACT-1213,COMP-0869,METRIC-0675,2,113.23,Patuh,288996726
FACT-1214,COMP-1295,METRIC-0715,12,78.76,Patuh,498908945
FACT-1215,COMP-1735,METRIC-2011,10,118.52,Patuh,125876861
FACT-1216,COMP-2264,METRIC-1506,4,75.2,Patuh,288318126
FACT-1217,COMP-0113,METRIC-1348,9,102.98,Patuh,263599478
FACT-1218,COMP-2264,METRIC-0913,11,71.38,Perlu Evaluasi,462707478
FACT-1219,COMP-0427,METRIC-1990,2,57.42,Perlu Evaluasi,18579729
FACT-1220,COMP-1159,METRIC-2443,11,108.31,Patuh,352871138
FACT-1221,COMP-1067,METRIC-0773,8,103.38,Patuh,228380418
FACT-1222,COMP-0284,METRIC-2234,11,107.44,Patuh,392362752
FACT-1223,COMP-0834,METRIC-1081,12,70.98,Perlu Evaluasi,478013648
FACT-1224,COMP-0230,METRIC-1753,1,99.26,Patuh,224070121
FACT-1225,COMP-1920,METRIC-1001,12,65.39,Perlu Evaluasi,250717562
FACT-1226,COMP-1667,METRIC-1738,8,50.79,Perlu Evaluasi,354702981
FACT-1227,COMP-0385,METRIC-0074,3,110.65,Patuh,295064632
FACT-1228,COMP-0159,METRIC-1109,5,86.65,Patuh,143157578
FACT-1229,COMP-0824,METRIC-1038,1,118.86,Patuh,488013069
FACT-1230,COMP-0208,METRIC-1665,1,76.95,Patuh,202346928
FACT-1231,COMP-0174,METRIC-0912,6,116.98,Patuh,263242459
FACT-1232,COMP-1824,METRIC-0794,3,93.05,Patuh,174916838
FACT-1233,COMP-1105,METRIC-2097,8,85.85,Patuh,150674037
FACT-1234,COMP-1042,METRIC-0359,4,71.2,Perlu Evaluasi,326795299
FACT-1235,COMP-1017,METRIC-2290,6,107.77,Patuh,391886282
FACT-1236,COMP-0708,METRIC-1858,10,108.02,Patuh,394889522
FACT-1237,COMP-1384,METRIC-1077,12,79.19,Patuh,360881320
FACT-1238,COMP-1892,METRIC-1801,9,100.91,Patuh,375733113
FACT-1239,COMP-1303,METRIC-1576,8,81.31,Patuh,486173748
FACT-1240,COMP-2445,METRIC-1720,4,101.78,Patuh,323952487
FACT-1241,COMP-0677,METRIC-1669,10,119.59,Patuh,225357747
FACT-1242,COMP-0662,METRIC-2104,8,68.37,Perlu Evaluasi,214260547
FACT-1243,COMP-1564,METRIC-0879,7,94.38,Patuh,316642303
FACT-1244,COMP-1261,METRIC-2303,5,76.59,Patuh,198373487
FACT-1245,COMP-2354,METRIC-0005,7,88.39,Patuh,334306181
FACT-1246,COMP-0358,METRIC-1605,7,111.19,Patuh,271864229
FACT-1247,COMP-1309,METRIC-1076,10,74.33,Perlu Evaluasi,492832786
FACT-1248,COMP-1317,METRIC-0329,2,55.07,Perlu Evaluasi,68752734
FACT-1249,COMP-0419,METRIC-2146,7,105.93,Patuh,287962561
FACT-1250,COMP-1492,METRIC-1003,3,88.85,Patuh,375477482
FACT-1251,COMP-0642,METRIC-0783,8,81.46,Patuh,458186904
FACT-1252,COMP-1594,METRIC-0577,8,62.83,Perlu Evaluasi,381982385
FACT-1253,COMP-0507,METRIC-0327,9,56.5,Perlu Evaluasi,418776296
FACT-1254,COMP-1682,METRIC-2291,11,69.51,Perlu Evaluasi,141663739
FACT-1255,COMP-1502,METRIC-1528,4,100.32,Patuh,68508463
FACT-1256,COMP-1386,METRIC-2415,10,78.82,Patuh,489468042
FACT-1257,COMP-0312,METRIC-1466,3,89.92,Patuh,411624813
FACT-1258,COMP-1658,METRIC-2282,9,55.74,Perlu Evaluasi,418408186
FACT-1259,COMP-0245,METRIC-0652,9,58.63,Perlu Evaluasi,150123500
FACT-1260,COMP-0477,METRIC-2381,2,50.79,Perlu Evaluasi,253159145
FACT-1261,COMP-0615,METRIC-0495,6,97.13,Patuh,489170998
FACT-1262,COMP-2484,METRIC-1139,3,68.51,Perlu Evaluasi,265017771
FACT-1263,COMP-0250,METRIC-2417,5,117.68,Patuh,151360852
FACT-1264,COMP-1596,METRIC-1357,2,71.59,Perlu Evaluasi,232517052
FACT-1265,COMP-1774,METRIC-1154,4,75.45,Patuh,392311874
FACT-1266,COMP-1930,METRIC-2143,11,82.86,Patuh,136936321
FACT-1267,COMP-1876,METRIC-1125,3,72.34,Perlu Evaluasi,455967562
FACT-1268,COMP-0511,METRIC-1220,2,107.22,Patuh,348775639
FACT-1269,COMP-1670,METRIC-0802,6,111.33,Patuh,26464241
FACT-1270,COMP-1873,METRIC-2043,11,50.77,Perlu Evaluasi,432380439
FACT-1271,COMP-0774,METRIC-0208,3,95.83,Patuh,439466964
FACT-1272,COMP-1366,METRIC-0473,4,98.03,Patuh,249366872
FACT-1273,COMP-0924,METRIC-1639,6,117.3,Patuh,424353603
FACT-1274,COMP-0074,METRIC-1032,12,75.93,Patuh,24241319
FACT-1275,COMP-0809,METRIC-0136,12,63.67,Perlu Evaluasi,161086268
FACT-1276,COMP-1046,METRIC-0261,5,86.44,Patuh,179141486
FACT-1277,COMP-2268,METRIC-1171,4,81.33,Patuh,273932246
FACT-1278,COMP-2127,METRIC-0458,12,105.42,Patuh,283779451
FACT-1279,COMP-0235,METRIC-1929,4,113.28,Patuh,27809431
FACT-1280,COMP-2205,METRIC-1721,2,56.07,Perlu Evaluasi,463372438
FACT-1281,COMP-2375,METRIC-1437,12,109.26,Patuh,50197106
FACT-1282,COMP-0642,METRIC-2280,10,113.63,Patuh,253843022
FACT-1283,COMP-0621,METRIC-2149,4,114.69,Patuh,413735356
FACT-1284,COMP-0985,METRIC-0147,12,103.5,Patuh,115126521
FACT-1285,COMP-1299,METRIC-0717,8,101.95,Patuh,68278233
FACT-1286,COMP-1618,METRIC-0507,5,51.04,Perlu Evaluasi,492716697
FACT-1287,COMP-1796,METRIC-2152,11,114.41,Patuh,308506558
FACT-1288,COMP-0860,METRIC-2384,10,74.61,Perlu Evaluasi,360887707
FACT-1289,COMP-2086,METRIC-0446,10,52.88,Perlu Evaluasi,333061626
FACT-1290,COMP-2166,METRIC-0444,8,78.91,Patuh,451256089
FACT-1291,COMP-2438,METRIC-0118,6,101.3,Patuh,172790764
FACT-1292,COMP-0377,METRIC-1541,12,80.94,Patuh,323555170
FACT-1293,COMP-1898,METRIC-0929,10,103.06,Patuh,109786783
FACT-1294,COMP-0376,METRIC-0567,5,85.66,Patuh,256360221
FACT-1295,COMP-1605,METRIC-1937,4,70.96,Perlu Evaluasi,206933183
FACT-1296,COMP-0595,METRIC-0088,10,64.2,Perlu Evaluasi,391757869
FACT-1297,COMP-1066,METRIC-1653,9,79.48,Patuh,464589075
FACT-1298,COMP-2008,METRIC-0476,10,52.51,Perlu Evaluasi,218998969
FACT-1299,COMP-1052,METRIC-1706,5,79.58,Patuh,353473036
FACT-1300,COMP-0629,METRIC-1509,10,54.8,Perlu Evaluasi,348913882
FACT-1301,COMP-2374,METRIC-0295,11,111.39,Patuh,53466134
FACT-1302,COMP-1533,METRIC-0720,6,90.28,Patuh,63508665
FACT-1303,COMP-2373,METRIC-1405,7,95.22,Patuh,438720143
FACT-1304,COMP-1831,METRIC-0995,11,70.22,Perlu Evaluasi,437896798
FACT-1305,COMP-1184,METRIC-1307,12,65.81,Perlu Evaluasi,241116107
FACT-1306,COMP-0746,METRIC-0686,11,99.55,Patuh,260959904
FACT-1307,COMP-1278,METRIC-1204,1,97.01,Patuh,448583461
FACT-1308,COMP-1952,METRIC-0961,9,58.59,Perlu Evaluasi,127778028
FACT-1309,COMP-2296,METRIC-0935,12,66.7,Perlu Evaluasi,97203007
FACT-1310,COMP-2446,METRIC-0406,8,116.26,Patuh,49577951
FACT-1311,COMP-2251,METRIC-1291,12,71.29,Perlu Evaluasi,430897141
FACT-1312,COMP-1326,METRIC-1618,11,51.81,Perlu Evaluasi,405100417
FACT-1313,COMP-1172,METRIC-1088,5,54.46,Perlu Evaluasi,275045041
FACT-1314,COMP-0221,METRIC-0119,3,104.28,Patuh,436519728
FACT-1315,COMP-1872,METRIC-2389,5,103.0,Patuh,91979826
FACT-1316,COMP-2311,METRIC-0313,5,76.73,Patuh,205944726
FACT-1317,COMP-2344,METRIC-0163,9,60.72,Perlu Evaluasi,473379551
FACT-1318,COMP-2340,METRIC-1529,7,84.87,Patuh,294544206
FACT-1319,COMP-0684,METRIC-0293,2,73.23,Perlu Evaluasi,81701415
FACT-1320,COMP-0876,METRIC-0690,5,76.18,Patuh,419493622
FACT-1321,COMP-1055,METRIC-1401,9,68.27,Perlu Evaluasi,285143272
FACT-1322,COMP-1963,METRIC-1566,11,54.4,Perlu Evaluasi,115466814
FACT-1323,COMP-0349,METRIC-0673,2,105.38,Patuh,313436647
FACT-1324,COMP-0219,METRIC-0399,8,93.28,Patuh,140365319
FACT-1325,COMP-1023,METRIC-1048,12,108.42,Patuh,176433322
FACT-1326,COMP-0450,METRIC-1943,3,85.22,Patuh,113868081
FACT-1327,COMP-0504,METRIC-0240,4,118.95,Patuh,169778544
FACT-1328,COMP-0086,METRIC-2359,2,117.38,Patuh,486445461
FACT-1329,COMP-1289,METRIC-2369,9,69.02,Perlu Evaluasi,49922742
FACT-1330,COMP-0523,METRIC-0672,6,77.09,Patuh,23984357
FACT-1331,COMP-0630,METRIC-2462,9,102.69,Patuh,423997110
FACT-1332,COMP-2300,METRIC-0402,11,104.36,Patuh,356293367
FACT-1333,COMP-0018,METRIC-2107,8,113.75,Patuh,293071329
FACT-1334,COMP-1269,METRIC-0053,12,95.68,Patuh,431610432
FACT-1335,COMP-1177,METRIC-1088,9,83.26,Patuh,189789799
FACT-1336,COMP-1633,METRIC-1143,5,76.44,Patuh,284129487
FACT-1337,COMP-0500,METRIC-0286,6,79.34,Patuh,29030039
FACT-1338,COMP-0458,METRIC-2066,7,109.53,Patuh,172879213
FACT-1339,COMP-0115,METRIC-1029,5,118.6,Patuh,300318551
FACT-1340,COMP-0753,METRIC-1929,1,53.63,Perlu Evaluasi,447518895
FACT-1341,COMP-0769,METRIC-0160,9,90.62,Patuh,354045901
FACT-1342,COMP-2495,METRIC-0142,2,86.4,Patuh,348780569
FACT-1343,COMP-2401,METRIC-0397,7,76.33,Patuh,429636966
FACT-1344,COMP-1871,METRIC-1042,12,109.61,Patuh,190094801
FACT-1345,COMP-0322,METRIC-0534,8,90.3,Patuh,278930195
FACT-1346,COMP-1973,METRIC-1556,8,71.92,Perlu Evaluasi,466414696
FACT-1347,COMP-0226,METRIC-1799,1,81.09,Patuh,270149623
FACT-1348,COMP-0361,METRIC-1634,10,74.98,Perlu Evaluasi,65814627
FACT-1349,COMP-1555,METRIC-0286,7,80.11,Patuh,33372247
FACT-1350,COMP-0834,METRIC-1029,9,54.99,Perlu Evaluasi,489647641
FACT-1351,COMP-0112,METRIC-2177,11,57.83,Perlu Evaluasi,166725340
FACT-1352,COMP-0212,METRIC-0956,11,93.66,Patuh,90046895
FACT-1353,COMP-1257,METRIC-0671,3,97.88,Patuh,427783125
FACT-1354,COMP-0948,METRIC-0499,8,94.56,Patuh,265998026
FACT-1355,COMP-0159,METRIC-2324,8,103.42,Patuh,227529960
FACT-1356,COMP-1909,METRIC-1107,9,116.05,Patuh,415734640
FACT-1357,COMP-1348,METRIC-1856,8,110.24,Patuh,441580725
FACT-1358,COMP-1272,METRIC-1142,5,79.3,Patuh,154799178
FACT-1359,COMP-0911,METRIC-2077,5,65.23,Perlu Evaluasi,332795379
FACT-1360,COMP-2452,METRIC-1181,3,71.83,Perlu Evaluasi,236330498
FACT-1361,COMP-0404,METRIC-2079,12,91.14,Patuh,31677460
FACT-1362,COMP-1842,METRIC-2007,6,109.93,Patuh,486632121
FACT-1363,COMP-1691,METRIC-1310,10,99.12,Patuh,201596231
FACT-1364,COMP-1464,METRIC-1689,3,88.01,Patuh,274602846
FACT-1365,COMP-1257,METRIC-0336,2,92.13,Patuh,83967546
FACT-1366,COMP-0193,METRIC-0570,7,86.98,Patuh,120854153
FACT-1367,COMP-1123,METRIC-2361,10,118.01,Patuh,100190661
FACT-1368,COMP-1975,METRIC-0599,3,107.13,Patuh,316323088
FACT-1369,COMP-1643,METRIC-1147,4,104.69,Patuh,317015973
FACT-1370,COMP-1000,METRIC-0865,11,86.21,Patuh,254375558
FACT-1371,COMP-1740,METRIC-2419,10,73.23,Perlu Evaluasi,61911199
FACT-1372,COMP-0523,METRIC-0805,8,51.37,Perlu Evaluasi,263365068
FACT-1373,COMP-0350,METRIC-0314,1,53.04,Perlu Evaluasi,86890949
FACT-1374,COMP-2364,METRIC-0028,9,52.12,Perlu Evaluasi,139702658
FACT-1375,COMP-1741,METRIC-1254,6,118.63,Patuh,356824922
FACT-1376,COMP-1945,METRIC-1030,2,58.01,Perlu Evaluasi,127770168
FACT-1377,COMP-1561,METRIC-1997,3,59.95,Perlu Evaluasi,239421420
FACT-1378,COMP-0652,METRIC-1342,5,83.89,Patuh,273166121
FACT-1379,COMP-0635,METRIC-1249,11,83.7,Patuh,353367001
FACT-1380,COMP-1802,METRIC-2137,12,114.4,Patuh,16935363
FACT-1381,COMP-0593,METRIC-2088,6,55.15,Perlu Evaluasi,481818836
FACT-1382,COMP-2492,METRIC-0681,9,117.01,Patuh,166181298
FACT-1383,COMP-1232,METRIC-0375,2,65.15,Perlu Evaluasi,359267035
FACT-1384,COMP-0756,METRIC-2441,5,117.91,Patuh,246147295
FACT-1385,COMP-1300,METRIC-1042,7,87.89,Patuh,141864742
FACT-1386,COMP-0497,METRIC-1551,11,95.64,Patuh,76196192
FACT-1387,COMP-0773,METRIC-2180,12,72.1,Perlu Evaluasi,377954009
FACT-1388,COMP-2422,METRIC-2338,11,92.83,Patuh,353242192
FACT-1389,COMP-1599,METRIC-1854,7,99.76,Patuh,302761335
FACT-1390,COMP-0184,METRIC-0806,4,50.73,Perlu Evaluasi,163976243
FACT-1391,COMP-0032,METRIC-2257,3,52.4,Perlu Evaluasi,260976412
FACT-1392,COMP-0283,METRIC-2375,8,119.05,Patuh,284765587
FACT-1393,COMP-0836,METRIC-0279,2,82.03,Patuh,486731229
FACT-1394,COMP-1456,METRIC-1406,5,115.51,Patuh,47272248
FACT-1395,COMP-0686,METRIC-0788,12,101.09,Patuh,32042948
FACT-1396,COMP-0462,METRIC-0952,10,76.11,Patuh,209465541
FACT-1397,COMP-0871,METRIC-1333,5,60.56,Perlu Evaluasi,253376553
FACT-1398,COMP-0368,METRIC-0277,1,118.47,Patuh,290997819
FACT-1399,COMP-0166,METRIC-2346,7,90.91,Patuh,225447805
FACT-1400,COMP-1729,METRIC-0433,4,63.46,Perlu Evaluasi,416861618
FACT-1401,COMP-0602,METRIC-1010,10,97.72,Patuh,239789897
FACT-1402,COMP-2174,METRIC-1096,12,56.44,Perlu Evaluasi,413741317
FACT-1403,COMP-0038,METRIC-0317,2,110.76,Patuh,108115017
FACT-1404,COMP-0348,METRIC-1212,8,56.31,Perlu Evaluasi,366841897
FACT-1405,COMP-1237,METRIC-0121,4,66.53,Perlu Evaluasi,494496916
FACT-1406,COMP-2022,METRIC-1366,1,56.4,Perlu Evaluasi,368170219
FACT-1407,COMP-0734,METRIC-0304,8,57.27,Perlu Evaluasi,211990007
FACT-1408,COMP-0426,METRIC-0936,11,86.67,Patuh,15710787
FACT-1409,COMP-1271,METRIC-0496,7,98.09,Patuh,291491020
FACT-1410,COMP-0648,METRIC-2233,3,105.19,Patuh,211905161
FACT-1411,COMP-2334,METRIC-2380,3,98.65,Patuh,143470802
FACT-1412,COMP-0320,METRIC-0713,7,75.44,Patuh,234871173
FACT-1413,COMP-0512,METRIC-0350,2,89.01,Patuh,179742745
FACT-1414,COMP-2273,METRIC-2368,5,114.94,Patuh,287042685
FACT-1415,COMP-1723,METRIC-2460,7,77.13,Patuh,86400712
FACT-1416,COMP-1757,METRIC-0906,6,67.67,Perlu Evaluasi,212872173
FACT-1417,COMP-1778,METRIC-1828,10,86.35,Patuh,53909769
FACT-1418,COMP-1540,METRIC-0502,7,70.81,Perlu Evaluasi,55360999
FACT-1419,COMP-0938,METRIC-1178,2,68.33,Perlu Evaluasi,383583234
FACT-1420,COMP-0765,METRIC-0914,7,104.52,Patuh,86839058
FACT-1421,COMP-2211,METRIC-1516,2,112.36,Patuh,69012130
FACT-1422,COMP-0653,METRIC-0527,7,85.16,Patuh,392890989
