fact_score_id,company_id,tahun_evaluasi,skor_environmental,skor_social,skor_governance,total_skor_esg,peringkat_esg
FSC-1406,COMP-1160,2022,82,55,71,69.33,BBB
FSC-1407,COMP-2043,2025,86,97,72,85.0,AA
FSC-1408,COMP-1875,2025,77,82,99,86.0,AA
FSC-1409,COMP-0523,2024,85,89,75,83.0,AA
FSC-1410,COMP-0910,2024,65,86,68,73.0,A
FSC-1411,COMP-0442,2022,64,82,69,71.67,A
FSC-1412,COMP-0038,2025,78,63,88,76.33,A
FSC-1413,COMP-1881,2024,67,78,68,71.0,A
FSC-1414,COMP-0210,2026,98,58,92,82.67,AA
FSC-1415,COMP-1601,2026,95,99,83,92.33,AAA
FSC-1416,COMP-0981,2026,95,95,94,94.67,AAA
FSC-1417,COMP-0381,2026,68,57,70,65.0,BBB
FSC-1418,COMP-1561,2025,78,76,98,84.0,AA
FSC-1419,COMP-0394,2026,55,94,72,73.67,A
FSC-1420,COMP-1074,2025,94,93,82,89.67,AA
FSC-1421,COMP-0396,2022,99,79,84,87.33,AA
FSC-1422,COMP-1777,2022,96,76,75,82.33,AA
FSC-1423,COMP-2080,2026,76,88,80,81.33,AA
FSC-1424,COMP-0545,2026,56,74,69,66.33,BBB
FSC-1425,COMP-1085,2026,76,90,99,88.33,AA
FSC-1426,COMP-0553,2022,68,91,78,79.0,A
FSC-1427,COMP-1465,2024,66,93,94,84.33,AA
FSC-1428,COMP-1154,2022,90,81,87,86.0,AA
FSC-1429,COMP-1378,2026,60,86,61,69.0,BBB
FSC-1430,COMP-2246,2024,54,96,89,79.67,A
FSC-1431,COMP-1687,2024,51,83,99,77.67,A
FSC-1432,COMP-1740,2023,96,95,99,96.67,AAA
FSC-1433,COMP-0694,2025,61,86,64,70.33,A
FSC-1434,COMP-2195,2026,91,78,97,88.67,AA
FSC-1435,COMP-1740,2025,91,57,74,74.0,A
FSC-1436,COMP-0498,2023,60,81,95,78.67,A
FSC-1437,COMP-2096,2025,59,63,62,61.33,BBB
FSC-1438,COMP-1196,2026,77,94,83,84.67,AA
FSC-1439,COMP-0613,2023,56,77,71,68.0,BBB
FSC-1440,COMP-1339,2025,63,61,67,63.67,BBB
FSC-1441,COMP-0376,2022,62,71,73,68.67,BBB
FSC-1442,COMP-0806,2024,54,91,77,74.0,A
FSC-1443,COMP-0921,2023,91,61,79,77.0,A
FSC-1444,COMP-0875,2022,57,84,82,74.33,A
FSC-1445,COMP-1444,2026,99,67,64,76.67,A
FSC-1446,COMP-1420,2024,50,72,60,60.67,BBB
FSC-1447,COMP-1546,2023,54,85,61,66.67,BBB
FSC-1448,COMP-1211,2024,60,76,75,70.33,A
FSC-1449,COMP-1006,2023,92,68,64,74.67,A
FSC-1450,COMP-2081,2023,97,72,81,83.33,AA
FSC-1451,COMP-2117,2025,59,89,60,69.33,BBB
FSC-1452,COMP-0592,2024,64,71,71,68.67,BBB
FSC-1453,COMP-1215,2024,88,73,78,79.67,A
FSC-1454,COMP-2149,2022,96,85,81,87.33,AA
FSC-1455,COMP-1509,2026,78,93,76,82.33,AA
FSC-1456,COMP-1309,2022,74,90,72,78.67,A
FSC-1457,COMP-0914,2025,97,69,98,88.0,AA
FSC-1458,COMP-0390,2023,55,83,87,75.0,A
FSC-1459,COMP-0160,2025,60,94,62,72.0,A
FSC-1460,COMP-0892,2025,66,70,64,66.67,BBB
FSC-1461,COMP-1071,2022,64,87,95,82.0,AA
FSC-1462,COMP-1470,2023,65,79,74,72.67,A
FSC-1463,COMP-0696,2026,51,70,76,65.67,BBB
FSC-1464,COMP-0758,2025,85,84,88,85.67,AA
FSC-1465,COMP-2203,2026,68,88,63,73.0,A
FSC-1466,COMP-0339,2023,87,56,91,78.0,A
FSC-1467,COMP-1977,2023,99,94,97,96.67,AAA
FSC-1468,COMP-0795,2022,70,98,63,77.0,A
FSC-1469,COMP-1723,2024,60,97,72,76.33,A
FSC-1470,COMP-1598,2022,90,92,79,87.0,AA
FSC-1471,COMP-0899,2026,52,72,77,67.0,BBB
FSC-1472,COMP-1168,2022,83,59,96,79.33,A
FSC-1473,COMP-0103,2023,67,94,71,77.33,A
FSC-1474,COMP-0093,2025,64,60,84,69.33,BBB
FSC-1475,COMP-0975,2024,74,66,89,76.33,A
FSC-1476,COMP-1448,2023,99,66,74,79.67,A
FSC-1477,COMP-0119,2025,64,66,95,75.0,A
FSC-1478,COMP-2033,2026,79,63,67,69.67,BBB
FSC-1479,COMP-2077,2026,66,96,87,83.0,AA
FSC-1480,COMP-1535,2026,67,76,81,74.67,A
FSC-1481,COMP-1390,2022,80,70,97,82.33,AA
FSC-1482,COMP-0475,2026,99,58,75,77.33,A
FSC-1483,COMP-0435,2026,92,57,64,71.0,A
FSC-1484,COMP-1258,2022,67,70,93,76.67,A
FSC-1485,COMP-0055,2025,84,68,97,83.0,AA
FSC-1486,COMP-0931,2023,62,95,70,75.67,A
FSC-1487,COMP-1316,2024,63,92,61,72.0,A
FSC-1488,COMP-0312,2026,85,58,84,75.67,A
FSC-1489,COMP-1572,2026,67,56,84,69.0,BBB
FSC-1490,COMP-0957,2026,54,64,60,59.33,BB
FSC-1491,COMP-2366,2022,63,65,90,72.67,A
FSC-1492,COMP-1901,2022,74,93,64,77.0,A
FSC-1493,COMP-0757,2022,93,80,99,90.67,AAA
FSC-1494,COMP-1433,2024,88,91,63,80.67,AA
FSC-1495,COMP-1264,2023,61,80,64,68.33,BBB
FSC-1496,COMP-1856,2026,89,58,64,70.33,A
FSC-1497,COMP-1094,2025,77,80,75,77.33,A
FSC-1498,COMP-0744,2026,84,92,77,84.33,AA
FSC-1499,COMP-2324,2026,50,82,76,69.33,BBB
FSC-1500,COMP-0233,2026,52,56,94,67.33,BBB
FSC-1501,COMP-2102,2026,92,56,77,75.0,A
FSC-1502,COMP-0257,2023,99,70,63,77.33,A
FSC-1503,COMP-2029,2025,56,77,90,74.33,A
FSC-1504,COMP-2138,2022,58,77,90,75.0,A
FSC-1505,COMP-1762,2025,85,67,68,73.33,A
FSC-1506,COMP-1930,2026,72,75,90,79.0,A
FSC-1507,COMP-1459,2025,73,93,64,76.67,A
FSC-1508,COMP-1649,2026,59,79,95,77.67,A
FSC-1509,COMP-0408,2025,99,91,75,88.33,AA
FSC-1510,COMP-1693,2024,97,67,75,79.67,A
FSC-1511,COMP-1978,2025,61,69,79,69.67,BBB
FSC-1512,COMP-2414,2022,68,82,89,79.67,A
FSC-1513,COMP-2399,2022,81,57,85,74.33,A
FSC-1514,COMP-1323,2025,73,77,90,80.0,AA
FSC-1515,COMP-1930,2025,71,58,74,67.67,BBB
FSC-1516,COMP-1183,2023,52,57,97,68.67,BBB
FSC-1517,COMP-0842,2025,89,93,97,93.0,AAA
FSC-1518,COMP-0984,2022,76,62,79,72.33,A
FSC-1519,COMP-1761,2024,68,97,94,86.33,AA
FSC-1520,COMP-1379,2022,58,79,82,73.0,A
FSC-1521,COMP-0621,2023,98,95,98,97.0,AAA
FSC-1522,COMP-0930,2025,62,66,84,70.67,A
FSC-1523,COMP-2449,2024,51,59,81,63.67,BBB
FSC-1524,COMP-1731,2022,85,87,67,79.67,A
FSC-1525,COMP-0975,2024,78,79,68,75.0,A
FSC-1526,COMP-0392,2026,60,79,74,71.0,A
FSC-1527,COMP-0352,2022,83,89,79,83.67,AA
FSC-1528,COMP-1690,2026,53,69,94,72.0,A
FSC-1529,COMP-0576,2024,53,96,96,81.67,AA
FSC-1530,COMP-1694,2025,50,80,62,64.0,BBB
FSC-1531,COMP-1312,2025,74,64,93,77.0,A
FSC-1532,COMP-0523,2025,75,78,93,82.0,AA
FSC-1533,COMP-0726,2026,60,89,95,81.33,AA
FSC-1534,COMP-0162,2025,72,83,94,83.0,AA
FSC-1535,COMP-1938,2023,51,92,68,70.33,A
FSC-1536,COMP-0659,2022,68,59,89,72.0,A
FSC-1537,COMP-1573,2022,78,78,85,80.33,AA
FSC-1538,COMP-2130,2024,89,73,71,77.67,A
FSC-1539,COMP-0524,2026,53,98,83,78.0,A
FSC-1540,COMP-0004,2022,65,63,78,68.67,BBB
FSC-1541,COMP-1579,2026,96,80,75,83.67,AA
FSC-1542,COMP-1075,2024,86,79,85,83.33,AA
FSC-1543,COMP-1285,2025,76,89,82,82.33,AA
FSC-1544,COMP-1623,2024,54,90,92,78.67,A
FSC-1545,COMP-0878,2023,64,68,89,73.67,A
FSC-1546,COMP-1092,2025,72,60,82,71.33,A
FSC-1547,COMP-1167,2025,98,86,69,84.33,AA
FSC-1548,COMP-1578,2025,52,80,95,75.67,A
FSC-1549,COMP-1675,2024,67,69,90,75.33,A
FSC-1550,COMP-1609,2023,92,85,81,86.0,AA
FSC-1551,COMP-1218,2026,75,91,97,87.67,AA
FSC-1552,COMP-1691,2024,55,92,61,69.33,BBB
FSC-1553,COMP-0314,2022,93,91,82,88.67,AA
FSC-1554,COMP-0730,2022,66,73,94,77.67,A
FSC-1555,COMP-0384,2024,95,68,96,86.33,AA
FSC-1556,COMP-1789,2026,87,90,91,89.33,AA
FSC-1557,COMP-1813,2022,91,91,71,84.33,AA
FSC-1558,COMP-2325,2026,97,65,94,85.33,AA
FSC-1559,COMP-1096,2025,99,81,62,80.67,AA
FSC-1560,COMP-1153,2024,76,56,93,75.0,A
FSC-1561,COMP-1549,2025,69,76,97,80.67,AA
FSC-1562,COMP-1865,2022,55,56,83,64.67,BBB
FSC-1563,COMP-0751,2026,84,74,97,85.0,AA
FSC-1564,COMP-0983,2025,61,98,76,78.33,A
FSC-1565,COMP-0228,2022,97,71,99,89.0,AA
FSC-1566,COMP-2044,2023,52,58,60,56.67,BB
FSC-1567,COMP-1978,2025,97,68,67,77.33,A
FSC-1568,COMP-2065,2023,53,61,74,62.67,BBB
FSC-1569,COMP-1609,2023,94,69,84,82.33,AA
FSC-1570,COMP-0012,2022,53,84,67,68.0,BBB
FSC-1571,COMP-1523,2024,53,70,91,71.33,A
FSC-1572,COMP-0692,2026,88,94,72,84.67,AA
FSC-1573,COMP-1740,2022,70,56,74,66.67,BBB
FSC-1574,COMP-1526,2025,93,73,65,77.0,A
FSC-1575,COMP-0070,2026,51,55,92,66.0,BBB
FSC-1576,COMP-2156,2024,65,85,66,72.0,A
FSC-1577,COMP-2249,2022,56,58,92,68.67,BBB
FSC-1578,COMP-1573,2024,68,81,88,79.0,A
FSC-1579,COMP-0629,2025,92,79,97,89.33,AA
FSC-1580,COMP-1288,2022,82,76,96,84.67,AA
FSC-1581,COMP-0906,2025,58,97,91,82.0,AA
FSC-1582,COMP-2351,2026,86,64,62,70.67,A
FSC-1583,COMP-0576,2026,66,87,79,77.33,A
FSC-1584,COMP-2173,2024,76,98,73,82.33,AA
FSC-1585,COMP-2021,2024,82,84,87,84.33,AA
FSC-1586,COMP-0859,2026,98,84,97,93.0,AAA
FSC-1587,COMP-0745,2023,61,70,63,64.67,BBB
FSC-1588,COMP-2180,2026,94,63,74,77.0,A
FSC-1589,COMP-0115,2022,60,71,76,69.0,BBB
FSC-1590,COMP-0481,2025,62,89,96,82.33,AA
FSC-1591,COMP-0981,2026,80,69,83,77.33,A
FSC-1592,COMP-1025,2026,62,82,97,80.33,AA
FSC-1593,COMP-2379,2025,87,74,95,85.33,AA
FSC-1594,COMP-1601,2025,75,87,67,76.33,A
FSC-1595,COMP-0942,2022,80,87,62,76.33,A
FSC-1596,COMP-0955,2025,71,90,89,83.33,AA
FSC-1597,COMP-1661,2024,55,67,81,67.67,BBB
FSC-1598,COMP-0768,2026,69,58,92,73.0,A
FSC-1599,COMP-2439,2025,70,77,84,77.0,A
FSC-1600,COMP-0834,2022,59,62,89,70.0,A
FSC-1601,COMP-2191,2025,68,67,96,77.0,A
FSC-1602,COMP-2376,2026,84,78,62,74.67,A
FSC-1603,COMP-1782,2023,75,94,63,77.33,A
FSC-1604,COMP-0628,2025,56,84,88,76.0,A
FSC-1605,COMP-0377,2024,86,84,91,87.0,AA
FSC-1606,COMP-0090,2026,57,79,82,72.67,A
FSC-1607,COMP-1021,2022,54,87,78,73.0,A
FSC-1608,COMP-1066,2026,93,63,74,76.67,A
FSC-1609,COMP-1971,2023,85,80,75,80.0,AA
FSC-1610,COMP-1059,2022,77,78,82,79.0,A
FSC-1611,COMP-1518,2023,99,87,99,95.0,AAA
FSC-1612,COMP-0124,2023,52,93,96,80.33,AA
FSC-1613,COMP-2105,2024,88,79,60,75.67,A
FSC-1614,COMP-1480,2025,57,99,78,78.0,A
FSC-1615,COMP-2283,2024,64,69,96,76.33,A
FSC-1616,COMP-2440,2024,76,95,94,88.33,AA
FSC-1617,COMP-1516,2024,98,95,89,94.0,AAA
FSC-1618,COMP-1855,2022,85,60,76,73.67,A
FSC-1619,COMP-1367,2025,65,74,98,79.0,A
FSC-1620,COMP-0052,2025,75,98,85,86.0,AA
FSC-1621,COMP-1574,2022,94,70,72,78.67,A
FSC-1622,COMP-1502,2024,93,75,81,83.0,AA
FSC-1623,COMP-2053,2024,53,69,82,68.0,BBB
FSC-1624,COMP-0632,2023,61,93,92,82.0,AA
FSC-1625,COMP-1862,2023,66,96,86,82.67,AA
FSC-1626,COMP-1233,2026,90,58,94,80.67,AA
FSC-1627,COMP-2265,2023,93,78,71,80.67,AA
FSC-1628,COMP-2048,2025,75,57,68,66.67,BBB
FSC-1629,COMP-0536,2022,80,55,93,76.0,A
FSC-1630,COMP-0730,2024,64,84,73,73.67,A
FSC-1631,COMP-1276,2026,83,67,96,82.0,AA
FSC-1632,COMP-2051,2023,78,72,62,70.67,A
FSC-1633,COMP-1026,2026,58,94,80,77.33,A
FSC-1634,COMP-2198,2022,63,65,66,64.67,BBB
FSC-1635,COMP-2052,2022,85,96,92,91.0,AAA
FSC-1636,COMP-1521,2026,53,83,94,76.67,A
FSC-1637,COMP-1895,2026,87,58,70,71.67,A
FSC-1638,COMP-0468,2026,86,79,91,85.33,AA
FSC-1639,COMP-2118,2024,73,90,81,81.33,AA
FSC-1640,COMP-0201,2025,66,90,78,78.0,A
FSC-1641,COMP-0308,2023,62,98,95,85.0,AA
FSC-1642,COMP-2046,2023,69,94,96,86.33,AA
FSC-1643,COMP-0922,2023,66,82,70,72.67,A
FSC-1644,COMP-2340,2026,76,99,72,82.33,AA
FSC-1645,COMP-0883,2026,82,62,87,77.0,A
FSC-1646,COMP-0586,2026,70,75,74,73.0,A
FSC-1647,COMP-1721,2024,66,89,72,75.67,A
FSC-1648,COMP-0509,2024,71,98,92,87.0,AA
FSC-1649,COMP-0005,2024,74,72,67,71.0,A
FSC-1650,COMP-2341,2024,52,79,91,74.0,A
FSC-1651,COMP-0360,2022,76,95,96,89.0,AA
FSC-1652,COMP-0214,2024,76,59,63,66.0,BBB
FSC-1653,COMP-1460,2024,95,62,77,78.0,A
FSC-1654,COMP-0563,2024,61,77,82,73.33,A
FSC-1655,COMP-0045,2023,64,57,88,69.67,BBB
FSC-1656,COMP-0634,2023,87,98,61,82.0,AA
FSC-1657,COMP-1436,2023,69,91,72,77.33,A
FSC-1658,COMP-1211,2025,71,85,75,77.0,A
FSC-1659,COMP-1750,2022,51,83,67,67.0,BBB
FSC-1660,COMP-0594,2026,53,95,78,75.33,A
FSC-1661,COMP-1425,2024,94,74,91,86.33,AA
FSC-1662,COMP-2294,2023,62,57,62,60.33,BBB
FSC-1663,COMP-1927,2022,81,77,91,83.0,AA
FSC-1664,COMP-0857,2024,71,94,80,81.67,AA
FSC-1665,COMP-1893,2025,74,75,84,77.67,A
FSC-1666,COMP-0552,2026,76,67,76,73.0,A
FSC-1667,COMP-0043,2024,66,62,84,70.67,A
FSC-1668,COMP-0179,2026,55,59,92,68.67,BBB
FSC-1669,COMP-1481,2024,92,79,90,87.0,AA
FSC-1670,COMP-0607,2025,65,93,95,84.33,AA
FSC-1671,COMP-0672,2022,57,91,82,76.67,A
FSC-1672,COMP-0927,2026,82,95,84,87.0,AA
FSC-1673,COMP-0017,2026,59,59,89,69.0,BBB
FSC-1674,COMP-1136,2022,83,62,72,72.33,A
FSC-1675,COMP-1639,2026,68,98,88,84.67,AA
FSC-1676,COMP-1054,2023,63,58,75,65.33,BBB
FSC-1677,COMP-1216,2022,52,95,97,81.33,AA
FSC-1678,COMP-2485,2025,90,76,86,84.0,AA
FSC-1679,COMP-2227,2024,72,68,85,75.0,A
FSC-1680,COMP-0616,2024,89,73,70,77.33,A
FSC-1681,COMP-0312,2022,60,67,96,74.33,A
FSC-1682,COMP-2073,2023,96,89,62,82.33,AA
FSC-1683,COMP-2419,2025,55,58,85,66.0,BBB
FSC-1684,COMP-0525,2024,83,87,93,87.67,AA
FSC-1685,COMP-2278,2024,50,76,92,72.67,A
FSC-1686,COMP-1474,2023,84,55,74,71.0,A
FSC-1687,COMP-2426,2026,74,65,61,66.67,BBB
FSC-1688,COMP-0888,2022,78,70,87,78.33,A
FSC-1689,COMP-1925,2023,72,58,79,69.67,BBB
FSC-1690,COMP-2008,2023,67,83,97,82.33,AA
FSC-1691,COMP-0462,2023,63,93,75,77.0,A
FSC-1692,COMP-2413,2023,66,98,63,75.67,A
FSC-1693,COMP-2152,2026,51,92,67,70.0,A
FSC-1694,COMP-0428,2025,80,78,79,79.0,A
FSC-1695,COMP-0469,2023,68,63,85,72.0,A
FSC-1696,COMP-1015,2023,81,62,91,78.0,A
FSC-1697,COMP-1605,2022,77,68,72,72.33,A
FSC-1698,COMP-0870,2024,90,69,64,74.33,A
FSC-1699,COMP-0886,2026,57,76,72,68.33,BBB
FSC-1700,COMP-1274,2023,91,91,70,84.0,AA
FSC-1701,COMP-0331,2025,90,69,96,85.0,AA
FSC-1702,COMP-1956,2025,89,60,91,80.0,AA
FSC-1703,COMP-0587,2025,88,55,77,73.33,A
FSC-1704,COMP-0201,2022,71,74,88,77.67,A
FSC-1705,COMP-0454,2025,73,95,74,80.67,AA
FSC-1706,COMP-0826,2022,87,90,79,85.33,AA
FSC-1707,COMP-0111,2026,51,56,95,67.33,BBB
FSC-1708,COMP-0908,2025,90,60,64,71.33,A
FSC-1709,COMP-1773,2024,90,56,99,81.67,AA
FSC-1710,COMP-1568,2023,68,57,96,73.67,A
FSC-1711,COMP-1233,2026,90,61,92,81.0,AA
FSC-1712,COMP-2081,2024,51,74,77,67.33,BBB
FSC-1713,COMP-0555,2026,77,95,78,83.33,AA
FSC-1714,COMP-1904,2025,81,95,91,89.0,AA
FSC-1715,COMP-0107,2026,68,59,81,69.33,BBB
FSC-1716,COMP-2274,2026,65,79,60,68.0,BBB
FSC-1717,COMP-2227,2026,79,92,84,85.0,AA
FSC-1718,COMP-1394,2022,71,72,79,74.0,A
FSC-1719,COMP-0167,2024,63,55,94,70.67,A
FSC-1720,COMP-2348,2025,50,79,65,64.67,BBB
FSC-1721,COMP-1405,2023,94,71,65,76.67,A
FSC-1722,COMP-2083,2025,51,69,96,72.0,A
FSC-1723,COMP-2455,2025,71,59,62,64.0,BBB
FSC-1724,COMP-1526,2022,95,71,96,87.33,AA
FSC-1725,COMP-0314,2022,82,75,90,82.33,AA
FSC-1726,COMP-0816,2026,64,77,94,78.33,A
FSC-1727,COMP-0743,2025,99,97,74,90.0,AAA
FSC-1728,COMP-0826,2024,90,64,76,76.67,A
FSC-1729,COMP-1125,2022,71,71,74,72.0,A
FSC-1730,COMP-0569,2022,89,55,64,69.33,BBB
FSC-1731,COMP-1239,2024,88,91,81,86.67,AA
FSC-1732,COMP-1959,2022,90,61,70,73.67,A
FSC-1733,COMP-2110,2024,90,66,87,81.0,AA
FSC-1734,COMP-0369,2023,60,94,73,75.67,A
FSC-1735,COMP-1392,2024,53,55,98,68.67,BBB
FSC-1736,COMP-0094,2023,56,74,62,64.0,BBB
FSC-1737,COMP-1459,2026,70,98,70,79.33,A
FSC-1738,COMP-2098,2026,56,85,89,76.67,A
FSC-1739,COMP-0764,2022,53,58,97,69.33,BBB
FSC-1740,COMP-2084,2024,61,80,64,68.33,BBB
FSC-1741,COMP-1434,2022,76,66,81,74.33,A
FSC-1742,COMP-2148,2024,66,76,72,71.33,A
FSC-1743,COMP-0329,2022,69,55,80,68.0,BBB
FSC-1744,COMP-0706,2026,80,55,96,77.0,A
FSC-1745,COMP-0221,2026,75,57,84,72.0,A
FSC-1746,COMP-1815,2022,80,66,80,75.33,A
FSC-1747,COMP-1862,2024,84,75,87,82.0,AA
FSC-1748,COMP-0996,2025,58,67,63,62.67,BBB
FSC-1749,COMP-1022,2024,54,67,88,69.67,BBB
FSC-1750,COMP-0110,2022,97,95,94,95.33,AAA
FSC-1751,COMP-0149,2024,57,72,82,70.33,A
FSC-1752,COMP-2454,2023,70,87,66,74.33,A
FSC-1753,COMP-0699,2024,65,60,68,64.33,BBB
FSC-1754,COMP-1434,2026,65,79,82,75.33,A
FSC-1755,COMP-0108,2026,67,77,62,68.67,BBB
FSC-1756,COMP-0389,2023,96,78,68,80.67,AA
FSC-1757,COMP-0425,2024,77,91,63,77.0,A
FSC-1758,COMP-2495,2025,67,80,84,77.0,A
FSC-1759,COMP-1092,2024,63,58,65,62.0,BBB
FSC-1760,COMP-2000,2026,97,92,77,88.67,AA
FSC-1761,COMP-1664,2026,86,89,66,80.33,AA
FSC-1762,COMP-1528,2022,89,65,94,82.67,AA
FSC-1763,COMP-2027,2026,65,90,90,81.67,AA
FSC-1764,COMP-2369,2022,70,79,97,82.0,AA
FSC-1765,COMP-1856,2026,50,74,91,71.67,A
FSC-1766,COMP-0447,2026,60,55,94,69.67,BBB
FSC-1767,COMP-1598,2025,60,84,87,77.0,A
FSC-1768,COMP-0210,2022,51,58,64,57.67,BB
FSC-1769,COMP-0849,2022,81,77,89,82.33,AA
FSC-1770,COMP-1863,2026,68,89,81,79.33,A
FSC-1771,COMP-2418,2022,54,96,76,75.33,A
FSC-1772,COMP-1965,2026,52,76,69,65.67,BBB
FSC-1773,COMP-1588,2026,77,85,66,76.0,A
FSC-1774,COMP-1652,2024,75,55,63,64.33,BBB
FSC-1775,COMP-1917,2022,72,58,86,72.0,A
FSC-1776,COMP-1919,2023,79,73,66,72.67,A
FSC-1777,COMP-0577,2022,57,84,82,74.33,A
FSC-1778,COMP-1666,2022,85,55,70,70.0,A
FSC-1779,COMP-0689,2025,78,73,67,72.67,A
FSC-1780,COMP-0790,2023,62,75,67,68.0,BBB
FSC-1781,COMP-0992,2023,74,76,96,82.0,AA
FSC-1782,COMP-2211,2025,71,56,64,63.67,BBB
FSC-1783,COMP-0977,2025,95,60,66,73.67,A
FSC-1784,COMP-1356,2022,82,75,81,79.33,A
FSC-1785,COMP-1688,2024,86,87,95,89.33,AA
FSC-1786,COMP-0350,2025,56,73,61,63.33,BBB
FSC-1787,COMP-1772,2023,72,81,83,78.67,A
FSC-1788,COMP-0426,2023,55,91,61,69.0,BBB
FSC-1789,COMP-0327,2022,64,83,71,72.67,A
FSC-1790,COMP-1130,2024,64,82,85,77.0,A
FSC-1791,COMP-0255,2026,89,88,97,91.33,AAA
FSC-1792,COMP-2038,2025,83,55,65,67.67,BBB
FSC-1793,COMP-2406,2025,63,79,82,74.67,A
FSC-1794,COMP-1991,2022,78,75,61,71.33,A
FSC-1795,COMP-0444,2024,65,88,85,79.33,A
FSC-1796,COMP-0113,2023,78,80,73,77.0,A
FSC-1797,COMP-1054,2023,72,90,77,79.67,A
FSC-1798,COMP-0689,2026,59,89,97,81.67,AA
FSC-1799,COMP-0991,2023,96,77,91,88.0,AA
FSC-1800,COMP-1874,2025,53,71,73,65.67,BBB
FSC-1801,COMP-0046,2026,61,96,89,82.0,AA
FSC-1802,COMP-1195,2024,91,66,72,76.33,A
FSC-1803,COMP-0757,2026,83,98,99,93.33,AAA
FSC-1804,COMP-1377,2024,53,74,90,72.33,A
FSC-1805,COMP-1227,2023,69,93,96,86.0,AA
FSC-1806,COMP-1250,2022,77,81,97,85.0,AA
FSC-1807,COMP-0564,2026,77,96,81,84.67,AA
FSC-1808,COMP-2209,2026,55,91,87,77.67,A
FSC-1809,COMP-2273,2025,63,74,78,71.67,A
FSC-1810,COMP-1341,2025,84,65,75,74.67,A
FSC-1811,COMP-1438,2024,96,82,64,80.67,AA
FSC-1812,COMP-0095,2022,50,56,61,55.67,BB
FSC-1813,COMP-1803,2025,68,78,69,71.67,A
FSC-1814,COMP-0949,2025,50,70,78,66.0,BBB
FSC-1815,COMP-0553,2023,62,66,79,69.0,BBB
FSC-1816,COMP-0066,2023,57,70,88,71.67,A
FSC-1817,COMP-1498,2025,67,90,84,80.33,AA
FSC-1818,COMP-0665,2024,84,56,76,72.0,A
FSC-1819,COMP-0180,2022,72,79,72,74.33,A
FSC-1820,COMP-1483,2025,99,83,75,85.67,AA
FSC-1821,COMP-0202,2024,75,82,94,83.67,AA
FSC-1822,COMP-1499,2024,90,64,95,83.0,AA
FSC-1823,COMP-1542,2025,87,99,98,94.67,AAA
FSC-1824,COMP-1313,2024,69,77,62,69.33,BBB
FSC-1825,COMP-1949,2026,51,86,68,68.33,BBB
FSC-1826,COMP-0694,2024,75,85,99,86.33,AA
FSC-1827,COMP-1720,2025,85,73,88,82.0,AA
FSC-1828,COMP-1268,2024,74,69,64,69.0,BBB
FSC-1829,COMP-1792,2025,79,87,62,76.0,A
FSC-1830,COMP-1722,2023,67,71,69,69.0,BBB
FSC-1831,COMP-1622,2025,56,90,90,78.67,A
FSC-1832,COMP-1198,2024,76,74,70,73.33,A
FSC-1833,COMP-1558,2025,60,63,76,66.33,BBB
FSC-1834,COMP-1533,2022,86,92,99,92.33,AAA
FSC-1835,COMP-2292,2025,57,57,67,60.33,BBB
FSC-1836,COMP-2108,2025,60,56,61,59.0,BB
FSC-1837,COMP-0104,2022,73,72,63,69.33,BBB
FSC-1838,COMP-1695,2022,79,77,75,77.0,A
FSC-1839,COMP-1011,2022,79,73,80,77.33,A
FSC-1840,COMP-1768,2026,64,61,64,63.0,BBB
FSC-1841,COMP-2125,2025,84,89,94,89.0,AA
FSC-1842,COMP-1042,2022,88,74,73,78.33,A
FSC-1843,COMP-1558,2022,73,74,74,73.67,A
FSC-1844,COMP-1208,2023,57,73,65,65.0,BBB
FSC-1845,COMP-1681,2026,92,95,75,87.33,AA
FSC-1846,COMP-1679,2025,91,70,82,81.0,AA
FSC-1847,COMP-2315,2024,69,92,90,83.67,AA
FSC-1848,COMP-0781,2026,90,75,71,78.67,A
FSC-1849,COMP-0946,2026,96,83,78,85.67,AA
FSC-1850,COMP-1831,2023,75,98,71,81.33,AA
FSC-1851,COMP-0548,2025,73,92,72,79.0,A
FSC-1852,COMP-2208,2025,71,99,61,77.0,A
FSC-1853,COMP-2447,2022,54,78,79,70.33,A
FSC-1854,COMP-2175,2022,64,91,90,81.67,AA
FSC-1855,COMP-1798,2026,85,83,68,78.67,A
FSC-1856,COMP-1881,2023,86,85,80,83.67,AA
FSC-1857,COMP-0948,2025,78,99,67,81.33,AA
FSC-1858,COMP-2258,2023,64,93,98,85.0,AA
FSC-1859,COMP-2198,2024,76,66,96,79.33,A
FSC-1860,COMP-0031,2025,98,84,88,90.0,AAA
FSC-1861,COMP-0612,2022,57,58,78,64.33,BBB
FSC-1862,COMP-1865,2026,78,84,94,85.33,AA
FSC-1863,COMP-0302,2023,68,59,97,74.67,A
FSC-1864,COMP-0683,2022,80,70,85,78.33,A
FSC-1865,COMP-0257,2026,58,81,70,69.67,BBB
FSC-1866,COMP-0940,2022,59,58,95,70.67,A
FSC-1867,COMP-2057,2025,86,62,94,80.67,AA
FSC-1868,COMP-0777,2023,59,62,63,61.33,BBB
FSC-1869,COMP-0732,2024,82,71,62,71.67,A
FSC-1870,COMP-1229,2022,74,98,71,81.0,AA
FSC-1871,COMP-2072,2023,53,57,91,67.0,BBB
FSC-1872,COMP-2043,2025,54,81,85,73.33,A
FSC-1873,COMP-0970,2022,72,88,72,77.33,A
