metric_id,pilar,nama_metrik,satuan,target_kepatuhan_persen
METRIC-1949,Governance,Audit Keamanan Siber (Sub-1949),Skor Indeks / Persentase / Sertifikasi,75.71
METRIC-1950,Social,Turnover Karyawan (Sub-1950),Persentase / Jam / Tingkat Kasus,99.48
METRIC-1951,Governance,Rasio Gaji Eksekutif (Sub-1951),Skor Indeks / Persentase / Sertifikasi,94.23
METRIC-1952,Social,Hubungan Komunitas Lokal (Sub-1952),Persentase / Jam / Tingkat Kasus,91.29
METRIC-1953,Governance,Independensi Dewan Komisaris (Sub-1953),Skor Indeks / Persentase / Sertifikasi,90.31
METRIC-1954,Environmental,Efisiensi Energi (Sub-1954),Ton CO2e / M3 / MWh,87.61
METRIC-1955,Governance,Audit Keamanan Siber (Sub-1955),Skor Indeks / Persentase / Sertifikasi,91.62
METRIC-1956,Social,Hubungan Komunitas Lokal (Sub-1956),Persentase / Jam / Tingkat Kasus,82.66
METRIC-1957,Environmental,Intensitas Karbon (Sub-1957),Ton CO2e / M3 / MWh,95.36
METRIC-1958,Social,Tingkat Kecelakaan Kerja (Sub-1958),Persentase / Jam / Tingkat Kasus,90.89
METRIC-1959,Governance,Audit Keamanan Siber (Sub-1959),Skor Indeks / Persentase / Sertifikasi,93.14
METRIC-1960,Environmental,Efisiensi Energi (Sub-1960),Ton CO2e / M3 / MWh,93.77
METRIC-1961,Social,Pelatihan Karyawan (Jam) (Sub-1961),Persentase / Jam / Tingkat Kasus,72.76
METRIC-1962,Environmental,Intensitas Karbon (Sub-1962),Ton CO2e / M3 / MWh,71.67
METRIC-1963,Environmental,Konsumsi Air Bersih (Sub-1963),Ton CO2e / M3 / MWh,94.03
METRIC-1964,Social,Pelatihan Karyawan (Jam) (Sub-1964),Persentase / Jam / Tingkat Kasus,77.78
METRIC-1965,Environmental,Pengelolaan Limbah B3 (Sub-1965),Ton CO2e / M3 / MWh,87.46
METRIC-1966,Social,Turnover Karyawan (Sub-1966),Persentase / Jam / Tingkat Kasus,83.31
METRIC-1967,Environmental,Konsumsi Air Bersih (Sub-1967),Ton CO2e / M3 / MWh,70.66
METRIC-1968,Environmental,Pengelolaan Limbah B3 (Sub-1968),Ton CO2e / M3 / MWh,71.21
METRIC-1969,Environmental,Intensitas Karbon (Sub-1969),Ton CO2e / M3 / MWh,94.81
METRIC-1970,Governance,Transparansi Pajak (Sub-1970),Skor Indeks / Persentase / Sertifikasi,88.23
METRIC-1971,Governance,Rasio Gaji Eksekutif (Sub-1971),Skor Indeks / Persentase / Sertifikasi,85.72
METRIC-1972,Social,Pelatihan Karyawan (Jam) (Sub-1972),Persentase / Jam / Tingkat Kasus,98.33
METRIC-1973,Environmental,Intensitas Karbon (Sub-1973),Ton CO2e / M3 / MWh,75.19
METRIC-1974,Social,Turnover Karyawan (Sub-1974),Persentase / Jam / Tingkat Kasus,77.74
METRIC-1975,Governance,Sertifikasi Anti-Korupsi (Sub-1975),Skor Indeks / Persentase / Sertifikasi,92.7
METRIC-1976,Governance,Independensi Dewan Komisaris (Sub-1976),Skor Indeks / Persentase / Sertifikasi,93.26
METRIC-1977,Governance,Rasio Gaji Eksekutif (Sub-1977),Skor Indeks / Persentase / Sertifikasi,82.15
METRIC-1978,Governance,Sertifikasi Anti-Korupsi (Sub-1978),Skor Indeks / Persentase / Sertifikasi,98.53
METRIC-1979,Social,Turnover Karyawan (Sub-1979),Persentase / Jam / Tingkat Kasus,98.15
METRIC-1980,Environmental,Pengelolaan Limbah B3 (Sub-1980),Ton CO2e / M3 / MWh,70.37
METRIC-1981,Social,Hubungan Komunitas Lokal (Sub-1981),Persentase / Jam / Tingkat Kasus,75.17
METRIC-1982,Environmental,Emisi GRK Scope 1 (Sub-1982),Ton CO2e / M3 / MWh,94.61
METRIC-1983,Governance,Audit Keamanan Siber (Sub-1983),Skor Indeks / Persentase / Sertifikasi,80.06
METRIC-1984,Environmental,Konsumsi Air Bersih (Sub-1984),Ton CO2e / M3 / MWh,72.86
METRIC-1985,Governance,Independensi Dewan Komisaris (Sub-1985),Skor Indeks / Persentase / Sertifikasi,93.55
METRIC-1986,Social,Rasio Kesetaraan Gender (Sub-1986),Persentase / Jam / Tingkat Kasus,83.64
METRIC-1987,Environmental,Konsumsi Air Bersih (Sub-1987),Ton CO2e / M3 / MWh,84.77
METRIC-1988,Social,Tingkat Kecelakaan Kerja (Sub-1988),Persentase / Jam / Tingkat Kasus,75.59
METRIC-1989,Governance,Independensi Dewan Komisaris (Sub-1989),Skor Indeks / Persentase / Sertifikasi,89.83
METRIC-1990,Social,Hubungan Komunitas Lokal (Sub-1990),Persentase / Jam / Tingkat Kasus,86.54
METRIC-1991,Governance,Sertifikasi Anti-Korupsi (Sub-1991),Skor Indeks / Persentase / Sertifikasi,76.2
METRIC-1992,Governance,Sertifikasi Anti-Korupsi (Sub-1992),Skor Indeks / Persentase / Sertifikasi,80.21
METRIC-1993,Governance,Independensi Dewan Komisaris (Sub-1993),Skor Indeks / Persentase / Sertifikasi,87.91
METRIC-1994,Social,Hubungan Komunitas Lokal (Sub-1994),Persentase / Jam / Tingkat Kasus,97.75
METRIC-1995,Social,Tingkat Kecelakaan Kerja (Sub-1995),Persentase / Jam / Tingkat Kasus,97.61
METRIC-1996,Environmental,Emisi GRK Scope 1 (Sub-1996),Ton CO2e / M3 / MWh,78.64
METRIC-1997,Environmental,Intensitas Karbon (Sub-1997),Ton CO2e / M3 / MWh,92.07
METRIC-1998,Social,Hubungan Komunitas Lokal (Sub-1998),Persentase / Jam / Tingkat Kasus,93.27
METRIC-1999,Social,Turnover Karyawan (Sub-1999),Persentase / Jam / Tingkat Kasus,94.26
METRIC-2000,Social,Turnover Karyawan (Sub-2000),Persentase / Jam / Tingkat Kasus,87.12
METRIC-2001,Social,Rasio Kesetaraan Gender (Sub-2001),Persentase / Jam / Tingkat Kasus,70.32
METRIC-2002,Governance,Rasio Gaji Eksekutif (Sub-2002),Skor Indeks / Persentase / Sertifikasi,92.85
METRIC-2003,Governance,Audit Keamanan Siber (Sub-2003),Skor Indeks / Persentase / Sertifikasi,73.2
METRIC-2004,Governance,Rasio Gaji Eksekutif (Sub-2004),Skor Indeks / Persentase / Sertifikasi,73.51
METRIC-2005,Social,Pelatihan Karyawan (Jam) (Sub-2005),Persentase / Jam / Tingkat Kasus,88.17
METRIC-2006,Governance,Audit Keamanan Siber (Sub-2006),Skor Indeks / Persentase / Sertifikasi,99.51
METRIC-2007,Governance,Audit Keamanan Siber (Sub-2007),Skor Indeks / Persentase / Sertifikasi,77.28
METRIC-2008,Environmental,Pengelolaan Limbah B3 (Sub-2008),Ton CO2e / M3 / MWh,89.37
METRIC-2009,Environmental,Efisiensi Energi (Sub-2009),Ton CO2e / M3 / MWh,79.11
METRIC-2010,Governance,Audit Keamanan Siber (Sub-2010),Skor Indeks / Persentase / Sertifikasi,96.96
METRIC-2011,Governance,Independensi Dewan Komisaris (Sub-2011),Skor Indeks / Persentase / Sertifikasi,87.81
METRIC-2012,Governance,Rasio Gaji Eksekutif (Sub-2012),Skor Indeks / Persentase / Sertifikasi,76.22
METRIC-2013,Social,Hubungan Komunitas Lokal (Sub-2013),Persentase / Jam / Tingkat Kasus,77.86
METRIC-2014,Environmental,Intensitas Karbon (Sub-2014),Ton CO2e / M3 / MWh,82.97
METRIC-2015,Environmental,Efisiensi Energi (Sub-2015),Ton CO2e / M3 / MWh,73.66
METRIC-2016,Environmental,Intensitas Karbon (Sub-2016),Ton CO2e / M3 / MWh,72.36
METRIC-2017,Governance,Transparansi Pajak (Sub-2017),Skor Indeks / Persentase / Sertifikasi,90.4
METRIC-2018,Social,Turnover Karyawan (Sub-2018),Persentase / Jam / Tingkat Kasus,82.21
METRIC-2019,Environmental,Konsumsi Air Bersih (Sub-2019),Ton CO2e / M3 / MWh,91.79
METRIC-2020,Environmental,Emisi GRK Scope 1 (Sub-2020),Ton CO2e / M3 / MWh,73.3
METRIC-2021,Social,Hubungan Komunitas Lokal (Sub-2021),Persentase / Jam / Tingkat Kasus,88.3
METRIC-2022,Governance,Rasio Gaji Eksekutif (Sub-2022),Skor Indeks / Persentase / Sertifikasi,83.3
METRIC-2023,Governance,Sertifikasi Anti-Korupsi (Sub-2023),Skor Indeks / Persentase / Sertifikasi,71.74
METRIC-2024,Environmental,Intensitas Karbon (Sub-2024),Ton CO2e / M3 / MWh,86.34
METRIC-2025,Environmental,Emisi GRK Scope 1 (Sub-2025),Ton CO2e / M3 / MWh,72.48
METRIC-2026,Social,Tingkat Kecelakaan Kerja (Sub-2026),Persentase / Jam / Tingkat Kasus,94.83
METRIC-2027,Environmental,Efisiensi Energi (Sub-2027),Ton CO2e / M3 / MWh,88.96
METRIC-2028,Social,Rasio Kesetaraan Gender (Sub-2028),Persentase / Jam / Tingkat Kasus,86.71
METRIC-2029,Environmental,Emisi GRK Scope 1 (Sub-2029),Ton CO2e / M3 / MWh,74.0
METRIC-2030,Environmental,Konsumsi Air Bersih (Sub-2030),Ton CO2e / M3 / MWh,78.62
METRIC-2031,Environmental,Konsumsi Air Bersih (Sub-2031),Ton CO2e / M3 / MWh,84.79
METRIC-2032,Governance,Rasio Gaji Eksekutif (Sub-2032),Skor Indeks / Persentase / Sertifikasi,89.0
METRIC-2033,Social,Turnover Karyawan (Sub-2033),Persentase / Jam / Tingkat Kasus,75.5
METRIC-2034,Social,Pelatihan Karyawan (Jam) (Sub-2034),Persentase / Jam / Tingkat Kasus,70.27
METRIC-2035,Governance,Audit Keamanan Siber (Sub-2035),Skor Indeks / Persentase / Sertifikasi,80.34
METRIC-2036,Governance,Sertifikasi Anti-Korupsi (Sub-2036),Skor Indeks / Persentase / Sertifikasi,84.49
METRIC-2037,Governance,Independensi Dewan Komisaris (Sub-2037),Skor Indeks / Persentase / Sertifikasi,75.53
METRIC-2038,Social,Tingkat Kecelakaan Kerja (Sub-2038),Persentase / Jam / Tingkat Kasus,84.76
METRIC-2039,Environmental,Konsumsi Air Bersih (Sub-2039),Ton CO2e / M3 / MWh,80.15
METRIC-2040,Governance,Independensi Dewan Komisaris (Sub-2040),Skor Indeks / Persentase / Sertifikasi,83.65
METRIC-2041,Governance,Independensi Dewan Komisaris (Sub-2041),Skor Indeks / Persentase / Sertifikasi,80.42
METRIC-2042,Governance,Sertifikasi Anti-Korupsi (Sub-2042),Skor Indeks / Persentase / Sertifikasi,88.85
METRIC-2043,Environmental,Emisi GRK Scope 1 (Sub-2043),Ton CO2e / M3 / MWh,71.29
METRIC-2044,Environmental,Efisiensi Energi (Sub-2044),Ton CO2e / M3 / MWh,75.13
METRIC-2045,Governance,Audit Keamanan Siber (Sub-2045),Skor Indeks / Persentase / Sertifikasi,82.98
METRIC-2046,Environmental,Konsumsi Air Bersih (Sub-2046),Ton CO2e / M3 / MWh,80.69
METRIC-2047,Governance,Transparansi Pajak (Sub-2047),Skor Indeks / Persentase / Sertifikasi,81.75
METRIC-2048,Environmental,Konsumsi Air Bersih (Sub-2048),Ton CO2e / M3 / MWh,94.11
METRIC-2049,Social,Turnover Karyawan (Sub-2049),Persentase / Jam / Tingkat Kasus,96.59
METRIC-2050,Social,Turnover Karyawan (Sub-2050),Persentase / Jam / Tingkat Kasus,77.46
METRIC-2051,Environmental,Pengelolaan Limbah B3 (Sub-2051),Ton CO2e / M3 / MWh,95.09
METRIC-2052,Social,Pelatihan Karyawan (Jam) (Sub-2052),Persentase / Jam / Tingkat Kasus,83.76
METRIC-2053,Social,Pelatihan Karyawan (Jam) (Sub-2053),Persentase / Jam / Tingkat Kasus,78.21
METRIC-2054,Social,Hubungan Komunitas Lokal (Sub-2054),Persentase / Jam / Tingkat Kasus,99.56
METRIC-2055,Governance,Transparansi Pajak (Sub-2055),Skor Indeks / Persentase / Sertifikasi,94.74
METRIC-2056,Environmental,Efisiensi Energi (Sub-2056),Ton CO2e / M3 / MWh,99.83
METRIC-2057,Environmental,Efisiensi Energi (Sub-2057),Ton CO2e / M3 / MWh,75.05
METRIC-2058,Environmental,Konsumsi Air Bersih (Sub-2058),Ton CO2e / M3 / MWh,74.32
METRIC-2059,Social,Rasio Kesetaraan Gender (Sub-2059),Persentase / Jam / Tingkat Kasus,85.1
METRIC-2060,Governance,Independensi Dewan Komisaris (Sub-2060),Skor Indeks / Persentase / Sertifikasi,89.16
METRIC-2061,Environmental,Pengelolaan Limbah B3 (Sub-2061),Ton CO2e / M3 / MWh,75.13
METRIC-2062,Social,Turnover Karyawan (Sub-2062),Persentase / Jam / Tingkat Kasus,95.81
METRIC-2063,Governance,Sertifikasi Anti-Korupsi (Sub-2063),Skor Indeks / Persentase / Sertifikasi,85.96
METRIC-2064,Governance,Sertifikasi Anti-Korupsi (Sub-2064),Skor Indeks / Persentase / Sertifikasi,82.33
METRIC-2065,Environmental,Pengelolaan Limbah B3 (Sub-2065),Ton CO2e / M3 / MWh,88.06
METRIC-2066,Environmental,Pengelolaan Limbah B3 (Sub-2066),Ton CO2e / M3 / MWh,89.05
METRIC-2067,Social,Pelatihan Karyawan (Jam) (Sub-2067),Persentase / Jam / Tingkat Kasus,71.28
METRIC-2068,Environmental,Konsumsi Air Bersih (Sub-2068),Ton CO2e / M3 / MWh,100.0
METRIC-2069,Social,Tingkat Kecelakaan Kerja (Sub-2069),Persentase / Jam / Tingkat Kasus,80.92
METRIC-2070,Governance,Audit Keamanan Siber (Sub-2070),Skor Indeks / Persentase / Sertifikasi,71.85
METRIC-2071,Governance,Sertifikasi Anti-Korupsi (Sub-2071),Skor Indeks / Persentase / Sertifikasi,95.57
METRIC-2072,Governance,Sertifikasi Anti-Korupsi (Sub-2072),Skor Indeks / Persentase / Sertifikasi,99.79
METRIC-2073,Governance,Sertifikasi Anti-Korupsi (Sub-2073),Skor Indeks / Persentase / Sertifikasi,94.49
METRIC-2074,Environmental,Efisiensi Energi (Sub-2074),Ton CO2e / M3 / MWh,95.56
METRIC-2075,Environmental,Pengelolaan Limbah B3 (Sub-2075),Ton CO2e / M3 / MWh,88.78
METRIC-2076,Social,Rasio Kesetaraan Gender (Sub-2076),Persentase / Jam / Tingkat Kasus,97.67
METRIC-2077,Social,Pelatihan Karyawan (Jam) (Sub-2077),Persentase / Jam / Tingkat Kasus,71.07
METRIC-2078,Social,Rasio Kesetaraan Gender (Sub-2078),Persentase / Jam / Tingkat Kasus,93.0
METRIC-2079,Social,Tingkat Kecelakaan Kerja (Sub-2079),Persentase / Jam / Tingkat Kasus,90.12
METRIC-2080,Social,Turnover Karyawan (Sub-2080),Persentase / Jam / Tingkat Kasus,71.49
METRIC-2081,Governance,Transparansi Pajak (Sub-2081),Skor Indeks / Persentase / Sertifikasi,86.32
METRIC-2082,Governance,Sertifikasi Anti-Korupsi (Sub-2082),Skor Indeks / Persentase / Sertifikasi,85.45
METRIC-2083,Governance,Transparansi Pajak (Sub-2083),Skor Indeks / Persentase / Sertifikasi,90.75
METRIC-2084,Social,Hubungan Komunitas Lokal (Sub-2084),Persentase / Jam / Tingkat Kasus,72.33
METRIC-2085,Governance,Independensi Dewan Komisaris (Sub-2085),Skor Indeks / Persentase / Sertifikasi,94.16
METRIC-2086,Governance,Sertifikasi Anti-Korupsi (Sub-2086),Skor Indeks / Persentase / Sertifikasi,74.18
METRIC-2087,Governance,Rasio Gaji Eksekutif (Sub-2087),Skor Indeks / Persentase / Sertifikasi,82.56
METRIC-2088,Governance,Independensi Dewan Komisaris (Sub-2088),Skor Indeks / Persentase / Sertifikasi,96.44
METRIC-2089,Environmental,Pengelolaan Limbah B3 (Sub-2089),Ton CO2e / M3 / MWh,86.82
METRIC-2090,Social,Tingkat Kecelakaan Kerja (Sub-2090),Persentase / Jam / Tingkat Kasus,81.39
METRIC-2091,Social,Pelatihan Karyawan (Jam) (Sub-2091),Persentase / Jam / Tingkat Kasus,71.45
METRIC-2092,Environmental,Konsumsi Air Bersih (Sub-2092),Ton CO2e / M3 / MWh,90.17
METRIC-2093,Governance,Audit Keamanan Siber (Sub-2093),Skor Indeks / Persentase / Sertifikasi,99.6
METRIC-2094,Governance,Sertifikasi Anti-Korupsi (Sub-2094),Skor Indeks / Persentase / Sertifikasi,97.35
METRIC-2095,Governance,Transparansi Pajak (Sub-2095),Skor Indeks / Persentase / Sertifikasi,91.52
METRIC-2096,Social,Pelatihan Karyawan (Jam) (Sub-2096),Persentase / Jam / Tingkat Kasus,73.16
METRIC-2097,Social,Rasio Kesetaraan Gender (Sub-2097),Persentase / Jam / Tingkat Kasus,77.18
METRIC-2098,Social,Pelatihan Karyawan (Jam) (Sub-2098),Persentase / Jam / Tingkat Kasus,75.61
METRIC-2099,Social,Pelatihan Karyawan (Jam) (Sub-2099),Persentase / Jam / Tingkat Kasus,80.66
METRIC-2100,Social,Rasio Kesetaraan Gender (Sub-2100),Persentase / Jam / Tingkat Kasus,77.07
METRIC-2101,Environmental,Konsumsi Air Bersih (Sub-2101),Ton CO2e / M3 / MWh,77.33
METRIC-2102,Social,Pelatihan Karyawan (Jam) (Sub-2102),Persentase / Jam / Tingkat Kasus,88.5
METRIC-2103,Governance,Rasio Gaji Eksekutif (Sub-2103),Skor Indeks / Persentase / Sertifikasi,79.56
METRIC-2104,Social,Pelatihan Karyawan (Jam) (Sub-2104),Persentase / Jam / Tingkat Kasus,90.31
METRIC-2105,Environmental,Konsumsi Air Bersih (Sub-2105),Ton CO2e / M3 / MWh,98.44
METRIC-2106,Governance,Independensi Dewan Komisaris (Sub-2106),Skor Indeks / Persentase / Sertifikasi,89.15
METRIC-2107,Environmental,Konsumsi Air Bersih (Sub-2107),Ton CO2e / M3 / MWh,92.55
METRIC-2108,Governance,Audit Keamanan Siber (Sub-2108),Skor Indeks / Persentase / Sertifikasi,92.55
METRIC-2109,Social,Pelatihan Karyawan (Jam) (Sub-2109),Persentase / Jam / Tingkat Kasus,79.92
METRIC-2110,Environmental,Efisiensi Energi (Sub-2110),Ton CO2e / M3 / MWh,70.45
METRIC-2111,Governance,Independensi Dewan Komisaris (Sub-2111),Skor Indeks / Persentase / Sertifikasi,71.65
METRIC-2112,Social,Pelatihan Karyawan (Jam) (Sub-2112),Persentase / Jam / Tingkat Kasus,78.46
METRIC-2113,Governance,Rasio Gaji Eksekutif (Sub-2113),Skor Indeks / Persentase / Sertifikasi,90.69
METRIC-2114,Environmental,Pengelolaan Limbah B3 (Sub-2114),Ton CO2e / M3 / MWh,97.2
METRIC-2115,Environmental,Konsumsi Air Bersih (Sub-2115),Ton CO2e / M3 / MWh,98.76
METRIC-2116,Environmental,Emisi GRK Scope 1 (Sub-2116),Ton CO2e / M3 / MWh,70.78
METRIC-2117,Environmental,Intensitas Karbon (Sub-2117),Ton CO2e / M3 / MWh,99.7
METRIC-2118,Social,Tingkat Kecelakaan Kerja (Sub-2118),Persentase / Jam / Tingkat Kasus,79.67
METRIC-2119,Governance,Independensi Dewan Komisaris (Sub-2119),Skor Indeks / Persentase / Sertifikasi,95.29
METRIC-2120,Social,Rasio Kesetaraan Gender (Sub-2120),Persentase / Jam / Tingkat Kasus,75.41
METRIC-2121,Environmental,Konsumsi Air Bersih (Sub-2121),Ton CO2e / M3 / MWh,71.89
METRIC-2122,Governance,Transparansi Pajak (Sub-2122),Skor Indeks / Persentase / Sertifikasi,81.35
METRIC-2123,Environmental,Efisiensi Energi (Sub-2123),Ton CO2e / M3 / MWh,95.77
METRIC-2124,Social,Turnover Karyawan (Sub-2124),Persentase / Jam / Tingkat Kasus,76.62
METRIC-2125,Social,Hubungan Komunitas Lokal (Sub-2125),Persentase / Jam / Tingkat Kasus,74.62
METRIC-2126,Social,Pelatihan Karyawan (Jam) (Sub-2126),Persentase / Jam / Tingkat Kasus,97.29
METRIC-2127,Governance,Independensi Dewan Komisaris (Sub-2127),Skor Indeks / Persentase / Sertifikasi,98.15
METRIC-2128,Governance,Audit Keamanan Siber (Sub-2128),Skor Indeks / Persentase / Sertifikasi,70.38
METRIC-2129,Environmental,Intensitas Karbon (Sub-2129),Ton CO2e / M3 / MWh,91.82
METRIC-2130,Governance,Transparansi Pajak (Sub-2130),Skor Indeks / Persentase / Sertifikasi,79.28
METRIC-2131,Governance,Audit Keamanan Siber (Sub-2131),Skor Indeks / Persentase / Sertifikasi,81.24
METRIC-2132,Social,Turnover Karyawan (Sub-2132),Persentase / Jam / Tingkat Kasus,84.07
METRIC-2133,Environmental,Emisi GRK Scope 1 (Sub-2133),Ton CO2e / M3 / MWh,82.8
METRIC-2134,Social,Pelatihan Karyawan (Jam) (Sub-2134),Persentase / Jam / Tingkat Kasus,85.45
METRIC-2135,Environmental,Intensitas Karbon (Sub-2135),Ton CO2e / M3 / MWh,87.47
METRIC-2136,Environmental,Konsumsi Air Bersih (Sub-2136),Ton CO2e / M3 / MWh,83.97
METRIC-2137,Governance,Sertifikasi Anti-Korupsi (Sub-2137),Skor Indeks / Persentase / Sertifikasi,91.05
METRIC-2138,Social,Tingkat Kecelakaan Kerja (Sub-2138),Persentase / Jam / Tingkat Kasus,91.56
METRIC-2139,Governance,Audit Keamanan Siber (Sub-2139),Skor Indeks / Persentase / Sertifikasi,83.21
METRIC-2140,Governance,Sertifikasi Anti-Korupsi (Sub-2140),Skor Indeks / Persentase / Sertifikasi,74.27
METRIC-2141,Governance,Audit Keamanan Siber (Sub-2141),Skor Indeks / Persentase / Sertifikasi,89.22
METRIC-2142,Environmental,Emisi GRK Scope 1 (Sub-2142),Ton CO2e / M3 / MWh,93.19
METRIC-2143,Social,Pelatihan Karyawan (Jam) (Sub-2143),Persentase / Jam / Tingkat Kasus,89.14
METRIC-2144,Social,Tingkat Kecelakaan Kerja (Sub-2144),Persentase / Jam / Tingkat Kasus,87.64
METRIC-2145,Governance,Independensi Dewan Komisaris (Sub-2145),Skor Indeks / Persentase / Sertifikasi,76.88
METRIC-2146,Environmental,Pengelolaan Limbah B3 (Sub-2146),Ton CO2e / M3 / MWh,89.35
METRIC-2147,Social,Tingkat Kecelakaan Kerja (Sub-2147),Persentase / Jam / Tingkat Kasus,80.05
METRIC-2148,Social,Turnover Karyawan (Sub-2148),Persentase / Jam / Tingkat Kasus,97.59
METRIC-2149,Governance,Transparansi Pajak (Sub-2149),Skor Indeks / Persentase / Sertifikasi,89.61
METRIC-2150,Environmental,Pengelolaan Limbah B3 (Sub-2150),Ton CO2e / M3 / MWh,78.35
METRIC-2151,Governance,Transparansi Pajak (Sub-2151),Skor Indeks / Persentase / Sertifikasi,84.19
METRIC-2152,Social,Rasio Kesetaraan Gender (Sub-2152),Persentase / Jam / Tingkat Kasus,95.4
METRIC-2153,Environmental,Konsumsi Air Bersih (Sub-2153),Ton CO2e / M3 / MWh,80.06
METRIC-2154,Governance,Sertifikasi Anti-Korupsi (Sub-2154),Skor Indeks / Persentase / Sertifikasi,85.76
METRIC-2155,Social,Hubungan Komunitas Lokal (Sub-2155),Persentase / Jam / Tingkat Kasus,90.39
METRIC-2156,Governance,Transparansi Pajak (Sub-2156),Skor Indeks / Persentase / Sertifikasi,92.64
METRIC-2157,Governance,Rasio Gaji Eksekutif (Sub-2157),Skor Indeks / Persentase / Sertifikasi,75.22
METRIC-2158,Governance,Independensi Dewan Komisaris (Sub-2158),Skor Indeks / Persentase / Sertifikasi,86.95
METRIC-2159,Environmental,Efisiensi Energi (Sub-2159),Ton CO2e / M3 / MWh,97.37
METRIC-2160,Social,Turnover Karyawan (Sub-2160),Persentase / Jam / Tingkat Kasus,99.05
METRIC-2161,Social,Tingkat Kecelakaan Kerja (Sub-2161),Persentase / Jam / Tingkat Kasus,89.68
METRIC-2162,Social,Rasio Kesetaraan Gender (Sub-2162),Persentase / Jam / Tingkat Kasus,99.51
METRIC-2163,Social,Hubungan Komunitas Lokal (Sub-2163),Persentase / Jam / Tingkat Kasus,87.12
METRIC-2164,Environmental,Pengelolaan Limbah B3 (Sub-2164),Ton CO2e / M3 / MWh,83.28
METRIC-2165,Governance,Independensi Dewan Komisaris (Sub-2165),Skor Indeks / Persentase / Sertifikasi,86.55
METRIC-2166,Social,Tingkat Kecelakaan Kerja (Sub-2166),Persentase / Jam / Tingkat Kasus,73.47
METRIC-2167,Environmental,Intensitas Karbon (Sub-2167),Ton CO2e / M3 / MWh,82.05
METRIC-2168,Governance,Transparansi Pajak (Sub-2168),Skor Indeks / Persentase / Sertifikasi,83.75
METRIC-2169,Environmental,Efisiensi Energi (Sub-2169),Ton CO2e / M3 / MWh,95.46
METRIC-2170,Environmental,Konsumsi Air Bersih (Sub-2170),Ton CO2e / M3 / MWh,92.76
METRIC-2171,Social,Pelatihan Karyawan (Jam) (Sub-2171),Persentase / Jam / Tingkat Kasus,88.04
METRIC-2172,Social,Hubungan Komunitas Lokal (Sub-2172),Persentase / Jam / Tingkat Kasus,80.42
METRIC-2173,Governance,Sertifikasi Anti-Korupsi (Sub-2173),Skor Indeks / Persentase / Sertifikasi,75.61
METRIC-2174,Governance,Audit Keamanan Siber (Sub-2174),Skor Indeks / Persentase / Sertifikasi,80.43
METRIC-2175,Social,Rasio Kesetaraan Gender (Sub-2175),Persentase / Jam / Tingkat Kasus,90.39
METRIC-2176,Environmental,Efisiensi Energi (Sub-2176),Ton CO2e / M3 / MWh,77.89
METRIC-2177,Social,Tingkat Kecelakaan Kerja (Sub-2177),Persentase / Jam / Tingkat Kasus,82.81
METRIC-2178,Governance,Sertifikasi Anti-Korupsi (Sub-2178),Skor Indeks / Persentase / Sertifikasi,81.6
METRIC-2179,Environmental,Pengelolaan Limbah B3 (Sub-2179),Ton CO2e / M3 / MWh,92.97
METRIC-2180,Environmental,Efisiensi Energi (Sub-2180),Ton CO2e / M3 / MWh,96.51
METRIC-2181,Environmental,Intensitas Karbon (Sub-2181),Ton CO2e / M3 / MWh,90.98
METRIC-2182,Social,Pelatihan Karyawan (Jam) (Sub-2182),Persentase / Jam / Tingkat Kasus,80.25
METRIC-2183,Social,Turnover Karyawan (Sub-2183),Persentase / Jam / Tingkat Kasus,83.0
METRIC-2184,Governance,Transparansi Pajak (Sub-2184),Skor Indeks / Persentase / Sertifikasi,74.3
METRIC-2185,Environmental,Pengelolaan Limbah B3 (Sub-2185),Ton CO2e / M3 / MWh,75.04
METRIC-2186,Environmental,Emisi GRK Scope 1 (Sub-2186),Ton CO2e / M3 / MWh,74.93
METRIC-2187,Social,Tingkat Kecelakaan Kerja (Sub-2187),Persentase / Jam / Tingkat Kasus,73.92
METRIC-2188,Governance,Transparansi Pajak (Sub-2188),Skor Indeks / Persentase / Sertifikasi,75.39
METRIC-2189,Governance,Independensi Dewan Komisaris (Sub-2189),Skor Indeks / Persentase / Sertifikasi,76.08
METRIC-2190,Environmental,Efisiensi Energi (Sub-2190),Ton CO2e / M3 / MWh,73.36
METRIC-2191,Social,Pelatihan Karyawan (Jam) (Sub-2191),Persentase / Jam / Tingkat Kasus,89.21
METRIC-2192,Environmental,Efisiensi Energi (Sub-2192),Ton CO2e / M3 / MWh,99.71
METRIC-2193,Social,Hubungan Komunitas Lokal (Sub-2193),Persentase / Jam / Tingkat Kasus,96.38
METRIC-2194,Governance,Transparansi Pajak (Sub-2194),Skor Indeks / Persentase / Sertifikasi,71.37
METRIC-2195,Environmental,Intensitas Karbon (Sub-2195),Ton CO2e / M3 / MWh,82.69
METRIC-2196,Environmental,Emisi GRK Scope 1 (Sub-2196),Ton CO2e / M3 / MWh,95.78
METRIC-2197,Environmental,Konsumsi Air Bersih (Sub-2197),Ton CO2e / M3 / MWh,74.04
METRIC-2198,Governance,Sertifikasi Anti-Korupsi (Sub-2198),Skor Indeks / Persentase / Sertifikasi,95.43
METRIC-2199,Environmental,Emisi GRK Scope 1 (Sub-2199),Ton CO2e / M3 / MWh,87.78
METRIC-2200,Governance,Audit Keamanan Siber (Sub-2200),Skor Indeks / Persentase / Sertifikasi,97.94
